sentence_id,prompt_ru,answer_en,transcription,audio_filename
1,Я понимаю тебя,I understand you,[aɪ ˌʌndəˈstænd ju:],A0_L1_S1.mp3
2,Они живут в этой стране,They live in this country,[ðeɪ lɪv ɪn ðɪs ˈkʌntri],A0_L1_S2.mp3
3,Я путешествую каждый год,I travel every year,[aɪ ˈtrævl ˈevri jɪə],A0_L1_S3.mp3
4,Я тоже думаю так,I also think so,[aɪ ˈɔ:lsəʊ θɪŋk səʊ],A0_L1_S4.mp3
5,Я говорю по-английски,I speak English,[aɪ spi:k ˈɪŋglɪʃ],A0_L1_S5.mp3
6,Я хожу на работу,I go to work,[aɪ gəʊ tu: wɜ:k],A0_L1_S6.mp3
7,Мне нравится этот язык,I like this language,[aɪ laɪk ðɪs ˈlæŋgwɪʤ],A0_L1_S7.mp3
8,Я учусь и работаю,I study and work,[aɪ ˈstʌdi ænd wɜ:k],A0_L1_S8.mp3
9,Я знаю это очень хорошо,I know it very well,[aɪ nəʊ ɪt ˈveri wel],A0_L1_S9.mp3
10,Они живут в этой стране,They live in this country,[ðeɪ lɪv ɪn ðɪs ˈkʌntri],A0_L1_S10.mp3
11,Я живу в Нью-Йорке,I live in New York,[aɪ lɪv ɪn nju: jɔ:k],A0_L1_S11.mp3
12,Я понимаю это,I understand it,[aɪ ˌʌndəˈstænd ɪt],A0_L1_S12.mp3
13,Я понимаю тебя,I understand you,[aɪ ˌʌndəˈstænd ju:],A0_L1_S13.mp3
14,Я изучаю английский,I learn English,[aɪ lɜ:n ˈɪŋglɪʃ],A0_L1_S14.mp3
15,Я живу в России,I live in Russia,[aɪ lɪv ɪn ˈrʌʃə],A0_L1_S15.mp3
16,Я вижу это,I see it,[aɪ si: ɪt],A0_L1_S16.mp3
17,Я понимаю тебя очень хорошо,I understand you very well,[aɪ ˌʌndəˈstænd ju: ˈveri wel],A0_L1_S17.mp3
18,Я говорю по-английски и по-русски,I speak English and Russian,[aɪ spi:k ˈɪŋglɪʃ ænd ˈrʌʃn],A0_L1_S18.mp3
19,Я говорю по-английски,I speak English,[aɪ spi:k ˈɪŋglɪʃ],A0_L1_S19.mp3
20,Мне нравится английский,I like English,[aɪ laɪk ˈɪŋglɪʃ],A0_L1_S20.mp3
21,Я знаю,I know,[aɪ nəʊ],A0_L1_S21.mp3
22,Я изучаю английский онлайн,I learn English online,[aɪ lɜ:n ˈɪŋglɪʃ ˈɒnˌlaɪn],A0_L1_S22.mp3
23,Я знаю это,I know it,[aɪ nəʊ ɪt],A0_L1_S23.mp3
24,Мне нравится этот город,I like this city,[aɪ laɪk ðɪs ˈsɪti],A0_L1_S24.mp3
25,Я хочу это,I want it,[aɪ wɒnt ɪt],A0_L1_S25.mp3
26,Я работаю,I work,[aɪ wɜ:k],A0_L1_S26.mp3
27,Я вижу свои результаты,I see my results,[aɪ si: maɪ rɪˈzʌlts],A0_L1_S27.mp3
28,Я учусь,I study,[aɪ ˈstʌdi],A0_L1_S28.mp3
29,Мы понимаем тебя,We understand you,[wi: ˌʌndəˈstænd ju:],A0_L1_S29.mp3
30,Я работаю и учусь,I work and study,[aɪ wɜ:k ænd ˈstʌdi],A0_L1_S30.mp3
31,Мне нравится эта программа,I like this program,[aɪ laɪk ðɪs ˈprəʊgræm],A0_L1_S31.mp3
32,Я вижу тебя,I see you,[aɪ si: ju:],A0_L1_S32.mp3
33,Я понимаю,I understand,[aɪ ˌʌndəˈstænd],A0_L1_S33.mp3
34,Мне нравится это видео,I like this video,[aɪ laɪk ðɪs ˈvɪdɪəʊ],A0_L1_S34.mp3
35,Я вижу свой результат,I see my result,[aɪ si: maɪ rɪˈzʌlt],A0_L1_S35.mp3
36,Я понимаю этот урок,I understand this lesson,[aɪ ˌʌndəˈstænd ðɪs ˈlesn],A0_L1_S36.mp3
37,Ты помогаешь мне,You help me,[ju: help mi:],A0_L1_S37.mp3
38,Я очень хорошо знаю это,I know it very well,[aɪ nəʊ ɪt ˈveri wel],A0_L1_S38.mp3
39,Я могу говорить по-английски,I can speak English,[aɪ kæn spi:k ˈɪŋglɪʃ],A0_L1_S39.mp3
40,Мне нравится это место,I like this place,[aɪ laɪk ðɪs pleɪs],A0_L1_S40.mp3
41,Мы живем в этом городе,We live in this city,[wi: lɪv ɪn ðɪs ˈsɪti],A0_L1_S41.mp3
42,Ты говоришь по-английски очень хорошо,You speak English very well,[ju: spi:k ˈɪŋglɪʃ ˈveri wel],A0_L1_S42.mp3
43,Я говорю по-русски,I speak Russian,[aɪ spi:k ˈrʌʃn],A0_L1_S43.mp3
44,Я действительно хочу этого,I really want it,[aɪ ˈrɪəli wɒnt ɪt],A0_L1_S44.mp3
45,Я действительно понимаю этот урок,I really understand this lesson,[aɪ ˈrɪəli ˌʌndəˈstænd ðɪs ˈlesn],A0_L1_S45.mp3
46,Я вижу это очень хорошо,I see it very well,[aɪ si: ɪt ˈveri wel],A0_L1_S46.mp3
47,Ты действительно помогаешь мне,You really help me,[jɔ: ˈrɪəli help mi:],A0_L1_S47.mp3
48,Я иногда думаю об этом,I sometimes think about it,[aɪ ˈsʌmtaɪmz θɪŋk əˈbaʊt ɪt],A0_L1_S48.mp3
49,Я так думаю,I think so,[aɪ θɪŋk səʊ],A0_L1_S49.mp3
50,Они живут там,They live there,[ðeɪ lɪv ðeə],A0_L1_S50.mp3
51,Я думаю об этом,I think about it,[aɪ θɪŋk əˈbaʊt ɪt],A0_L1_S51.mp3
52,Мы обычно покупаем это там,We usually buy it there,[wi: ˈju:ʒʊəli baɪ ɪt ðeə],A0_L1_S52.mp3
53,Я часто думаю об этом,I often think about it,[aɪ ˈɒfn θɪŋk əˈbaʊt ɪt],A0_L1_S53.mp3
54,Мне нравится музыка,I like music,[aɪ laɪk ˈmju:zɪk],A0_L1_S54.mp3
55,Мне нравятся эти вещи,I like these things,[aɪ laɪk ði:z θɪŋz],A0_L1_S55.mp3
56,Я играю в эту игру,I play this game,[aɪ pleɪ ðɪs geɪm],A0_L1_S56.mp3
57,Я хожу туда,I go there,[aɪ gəʊ ðeə],A0_L1_S57.mp3
58,Они тоже думают так,They also think so,[ðeɪ ˈɔ:lsəʊ θɪŋk səʊ],A0_L1_S58.mp3
59,Я часто делаю это,I often do it,[aɪ ˈɒfn du: ɪt],A0_L1_S59.mp3
60,Ты работаешь очень хорошо,You work very well,[ju: wɜ:k ˈveri wel],A0_L1_S60.mp3
61,Я делаю это каждый день,I do it every day,[aɪ du: ɪt ˈevri deɪ],A0_L1_S61.mp3
62,Я хожу в школу,I go to school,[aɪ gəʊ tu: sku:l],A0_L1_S62.mp3
63,Я обычно покупаю эту вещь там,I usually buy this thing there,[aɪ ˈju:ʒʊəli baɪ ðɪs θɪŋ ðeə],A0_L1_S63.mp3
64,Я покупаю эту вещь там,I buy this thing there,[aɪ baɪ ðɪs θɪŋ ðeə],A0_L1_S64.mp3
65,Я обычно покупаю это здесь,I usually buy it here,[aɪ ˈju:ʒʊəli baɪ ɪt hɪə],A0_L1_S65.mp3
66,Я читаю эту книгу,I read this book,[aɪ ri:d ðɪs bʊk],A0_L1_S66.mp3
67,Я читаю английские книги,I read English books,[aɪ ri:d ˈɪŋglɪʃ bʊks],A0_L1_S67.mp3
68,Я читаю книги,I read books,[aɪ ri:d bʊks],A0_L1_S68.mp3
69,Мы так думаем,We think so,[wi: θɪŋk səʊ],A0_L1_S69.mp3
70,Они так думают,They think so,[ðeɪ θɪŋk səʊ],A0_L1_S70.mp3
71,Мы думаем об этом,We think about it,[wi: θɪŋk əˈbaʊt ɪt],A0_L1_S71.mp3
72,Мы часто ходим туда,We often go there,[wi: ˈɒfn gəʊ ðeə],A0_L1_S72.mp3
73,Я часто хожу туда,I often go there,[aɪ ˈɒfn gəʊ ðeə],A0_L1_S73.mp3
74,Я иногда хожу туда,I sometimes go there,[aɪ ˈsʌmtaɪmz gəʊ ðeə],A0_L1_S74.mp3
75,Я также так думаю,I also think so,[aɪ ˈɔ:lsəʊ θɪŋk səʊ],A0_L1_S75.mp3
76,Мне также это нравится,I also like it,[aɪ ˈɔ:lsəʊ laɪk ɪt],A0_L1_S76.mp3
77,Я также хочу этого,I also want it,[aɪ ˈɔ:lsəʊ wɒnt ɪt],A0_L1_S77.mp3
78,Я путешествую каждый год,I travel every year,[aɪ ˈtrævl ˈevri jɪə],A0_L1_S78.mp3
79,Я путешествую каждый месяц,I travel every month,[aɪ ˈtrævl ˈevri mʌnθ],A0_L1_S79.mp3
80,Я часто путешествую,I often travel,[aɪ ˈɒfn ˈtrævl],A0_L1_S80.mp3
81,Мне нравится этот язык,I like this language,[aɪ laɪk ðɪs ˈlæŋgwɪʤ],A0_L1_S81.mp3
82,Мне нравится тот язык,I like that language,[aɪ laɪk ðæt ˈlæŋgwɪʤ],A0_L1_S82.mp3
83,Нам нравится это место,We like this place,[wi: laɪk ðɪs pleɪs],A0_L1_S83.mp3
84,Мне очень нравится это место,I really like this place,[aɪ ˈrɪəli laɪk ðɪs pleɪs],A0_L1_S84.mp3
85,Мне нравится эта вещь,I like this thing,[aɪ laɪk ðɪs θɪŋ],A0_L1_S85.mp3
86,Мне нравятся эти видео,I like these videos,[aɪ laɪk ði:z ˈvɪdɪəʊz],A0_L1_S86.mp3
87,Я хожу на работу,I go to work,[aɪ gəʊ tu: wɜ:k],A0_L1_S87.mp3
88,Я хожу в этот парк,I go to this park,[aɪ gəʊ tu: ðɪs pɑ:k],A0_L1_S88.mp3
89,Я хожу в школу,I go to school,[aɪ gəʊ tu: sku:l],A0_L1_S89.mp3
90,Мне нравится английский,I like English,[aɪ laɪk ˈɪŋglɪʃ],A0_L1_S90.mp3
91,Мне нравится эта практика,I like this practice,[aɪ laɪk ðɪs ˈpræktɪs],A0_L1_S91.mp3
92,Мне очень нравится английский,I really like English,[aɪ ˈrɪəli laɪk ˈɪŋglɪʃ],A0_L1_S92.mp3
93,Я тоже так думаю,I also think so,[aɪ ˈɔ:lsəʊ θɪŋk səʊ],A0_L1_S93.mp3
94,Они так думают,They think so,[ðeɪ θɪŋk səʊ],A0_L1_S94.mp3
95,Я часто играю в эту игру,I often play this game,[aɪ ˈɒfn pleɪ ðɪs geɪm],A0_L1_S95.mp3
96,Я могу помочь тебе,I can help you,[aɪ kæn help ju:],A0_L1_S96.mp3
97,Мне нравится эта песня,I like this I like this song,[aɪ laɪk ðɪs aɪ laɪk ðɪs sɒŋ],A0_L1_S97.mp3
98,Они часто играют в футбол,They often play football,[ðeɪ ˈɒfn pleɪ ˈfʊtbɔ:l],A0_L1_S98.mp3
99,Мне нравится путешествовать,I like travelling,[aɪ laɪk ˈtrævlɪŋ],A0_L1_S99.mp3
100,Я часто вижу эти вещи,I often see these things,[aɪ ˈɒfn si: ði:z θɪŋz],A0_L1_S100.mp3
101,Нам нравится этот язык,We like this language,[wi: laɪk ðɪs ˈlæŋgwɪʤ],A0_L1_S101.mp3
102,Я хочу больше практики,I want more practice,[aɪ wɒnt mɔ: ˈpræktɪs],A0_L1_S102.mp3
103,Я часто путешествую,I often travel,[aɪ ˈɒfn ˈtrævl],A0_L1_S103.mp3
104,Я люблю тебя,I love you,[aɪ lʌv ju:],A0_L1_S104.mp3
105,Я работаю там,I work there,[aɪ wɜ:k ðeə],A0_L1_S105.mp3
106,Мне нравится эта музыка,I like this music,[aɪ laɪk ðɪs ˈmju:zɪk],A0_L1_S106.mp3
107,Мы живем здесь,We live here,[wi: lɪv hɪə],A0_L1_S107.mp3
