sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Должно быть, я оставил свои ключи дома",I must have left my keys at home,[aɪ mʌst hæv left maɪ ki:z æt həʊm],B2_L223_S2.mp3
3,Мне не следовало бы говорить это,I shouldn't have said it,[aɪ ʃʊdnt hæv sed ɪt],B2_L223_S3.mp3
4,Ей не нужно было просить его сделать это,She needn't have asked him to do it,[ʃi: ni:dnt hæv ɑ:skt hɪm tu: du: ɪt],B2_L223_S4.mp3
5,Мне пришлось посетить его на прошлой неделе,I had to visit him last week,[aɪ hæd tu: ˈvɪzɪt hɪm lɑ:st wi:k],B2_L223_S5.mp3
6,"Он мог бы стать чемпионом, но этого не произошло",He could have become a champion but it didn't happen,[hi: kʊd hæv bɪˈkʌm ə ˈʧæmpiən bʌt ɪt dɪdnt ˈhæpən],B2_L223_S6.mp3
7,Это могло привести к некоторым техническим ошибкам,It may have led to some technical errors,[ɪt meɪ hæv led tu: sʌm ˈteknɪkəl ˈerəz],B2_L223_S7.mp3
8,Ты должен был сделать это раньше,You ought to have done it earlier,[ju: ɔ:t tu: hæv dʌn ɪt ˈɜ:lɪə],B2_L223_S8.mp3
9,Тебе нужно было прийти на ту встречу,You need to have come to that meeting,[ju: ni:d tu: hæv kʌm tu: ðæt ˈmi:tɪŋ],B2_L223_S9.mp3
10,Тебе не следовало говорить ему об этом,You shouldn't have told him about it,[ju: ʃʊdnt hæv təʊld hɪm əˈbaʊt ɪt],B2_L223_S10.mp3
11,Ему следовало слушать своих родителей,He should have listened to his parents,[hi: ʃʊd hæv ˈlɪsnd tu: hɪz ˈpeərənts],B2_L223_S11.mp3
12,"Возможно, она уже сообщила ему",She may have already informed him,[ʃi: meɪ hæv ɔ:lˈredi ɪnˈfɔ:md hɪm],B2_L223_S12.mp3
13,Мне не нужно было вставать так рано,I didn't need to get up so early,[aɪ dɪdnt ni:d tu: get ʌp səʊ ˈɜ:li],B2_L223_S13.mp3
14,"Ты, должно быть, неправильно понял меня",You must have misunderstood me,[ju: mʌst hæv ˌmɪsʌndəˈstʊd mi:],B2_L223_S14.mp3
15,Его сыну следовало посмотреть этот мультфильм,His son should have watched this cartoon,[hɪz sʌn ʃʊd hæv wɒʧt ðɪs kɑ:ˈtu:n],B2_L223_S15.mp3
16,Тебе не нужно было тратить на это так много времени,You didn't need to spend so much time on it,[ju: dɪdnt ni:d tu: spend səʊ mʌʧ taɪm ɒn ɪt],B2_L223_S16.mp3
17,Она могла и вернуться,She might have come back,[ʃi: maɪt hæv kʌm bæk],B2_L223_S17.mp3
18,Ему стоило последовать твоему совету,He should have followed your advice,[hi: ʃʊd hæv ˈfɒləʊd jɔ: ədˈvaɪs],B2_L223_S18.mp3
19,Он мог бы дать нам знать об этом,He could have let us know about it,[hi: kʊd hæv let ʌs nəʊ əˈbaʊt ɪt],B2_L223_S19.mp3
20,Мне не следовало этого говорить,I shouldn't have said it,[aɪ ʃʊdnt hæv sed ɪt],B2_L223_S20.mp3
21,"Возможно, я сделал ошибку",I may have made a mistake,[aɪ meɪ hæv meɪd ə mɪsˈteɪk],B2_L223_S21.mp3
22,Он мог бы одолжить тебе эти деньги,He could have lent you this money,[hi: kʊd hæv lent ju: ðɪs ˈmʌni],B2_L223_S22.mp3
23,Ты мог бы дать мне знать об этом,You could have let me know about it,[ju: kʊd hæv let mi: nəʊ əˈbaʊt ɪt],B2_L223_S23.mp3
24,"Он, должно быть, заметил эти технические ошибки",He must have noticed these technical errors,[hi: mʌst hæv ˈnəʊtɪst ði:z ˈteknɪkəl ˈerəz],B2_L223_S24.mp3
25,"Он, возможно, не заметил этой ошибки",He may not have noticed this error,[hi: meɪ nɒt hæv ˈnəʊtɪst ðɪs ˈerə],B2_L223_S25.mp3
26,Ей не следовало идти на ту дискотеку,She shouldn't have gone to that disco,[ʃi: ʃʊdnt hæv gɒn tu: ðæt ˈdɪskəʊ],B2_L223_S26.mp3
27,Я бы сделал это вчера на твоем месте,I would have done it yesterday in your place,[aɪ wʊd hæv dʌn ɪt ˈjestədeɪ ɪn jɔ: pleɪs],B2_L223_S27.mp3
28,"Должно быть, я оставил ключи дома",I must have left the keys at home,[aɪ mʌst hæv left ðə ki:z æt həʊm],B2_L223_S28.mp3
29,"Должно быть, он забыл о нашей встрече",He must have forgotten about our meeting,[hi: mʌst hæv fəˈgɒtn əˈbaʊt ˈaʊə ˈmi:tɪŋ],B2_L223_S29.mp3
30,Я мог бы подготовиться к тому экзамену гораздо лучше,I could have prepared for that exam much better,[aɪ kʊd hæv prɪˈpeəd fɔ: ðæt ɪgˈzæm mʌʧ ˈbetə],B2_L223_S30.mp3
31,Тебе следовало сделать это вчера,You should have done it yesterday,[ju: ʃʊd hæv dʌn ɪt ˈjestədeɪ],B2_L223_S31.mp3
32,Мне следовало послушать тебя,I should have listened to you,[aɪ ʃʊd hæv ˈlɪsnd tu: ju:],B2_L223_S32.mp3
33,Мне пришлось встать очень рано вчера,I had to get up very early yesterday,[aɪ hæd tu: get ʌp ˈveri ˈɜ:li ˈjestədeɪ],B2_L223_S33.mp3
34,Мне не следовало терять терпение,I shouldn't have lost patience,[aɪ ʃʊdnt hæv lɒst ˈpeɪʃəns],B2_L223_S34.mp3
35,"Возможно, она опоздала на автобус",She may have missed the bus,[ʃi: meɪ hæv mɪst ðə bʌs],B2_L223_S35.mp3
36,"Возможно, он заболел",He may have fallen ill,[hi: meɪ hæv ˈfɔ:lən ɪl],B2_L223_S36.mp3
37,Ему следовало принять некоторые меры предосторожности ранее,He should have taken some precautions earlier,[hi: ʃʊd hæv ˈteɪkən sʌm prɪˈkɔ:ʃənz ˈɜ:lɪə],B2_L223_S37.mp3
38,Тебе не нужно было покупать это,You needn't have bought it,[ju: ni:dnt hæv bɔ:t ɪt],B2_L223_S38.mp3
39,"Должно быть, он был в пробке",He must have been in a traffic jam,[hi: mʌst hæv bi:n ɪn ə ˈtræfɪk ʤæm],B2_L223_S39.mp3
40,Это могло случиться,It may have happened,[ɪt meɪ hæv ˈhæpənd],B2_L223_S40.mp3
41,Тебе не нужно так сильно беспокоиться об этом,You needn't have worried about it so much,[ju: ni:dnt hæv ˈwʌrid əˈbaʊt ɪt səʊ mʌʧ],B2_L223_S41.mp3
42,Я бы сделал это раньше,I would have done it earlier,[aɪ wʊd hæv dʌn ɪt ˈɜ:lɪə],B2_L223_S42.mp3
43,Тебе следовало забронировать это заранее,You should have booked it in advance,[ju: ʃʊd hæv bʊkt ɪt ɪn ədˈvɑ:ns],B2_L223_S43.mp3
44,Это возможно уже произошло,It might have already happened,[ɪt maɪt hæv ɔ:lˈredi ˈhæpənd],B2_L223_S44.mp3
45,"Тебе не нужно было мыть всю эту посуду, потому что она могла бы положить ее в посудомоечную машину",You needn't have washed all these dishes because she could have put them in the dishwasher,[ju: ni:dnt hæv wɒʃt ɔ:l ði:z ˈdɪʃɪz bɪˈkɒz ʃi: kʊd hæv pʊt ðem ɪn ðə ˈdɪʃˌwɒʃə],B2_L223_S45.mp3
46,"Тебе следовало учиться усерднее, чтобы показать результат лучше",You should have studied harder to show a better result,[ju: ʃʊd hæv ˈstʌdɪd ˈhɑ:də tu: ʃəʊ ə ˈbetə rɪˈzʌlt],B2_L223_S46.mp3
