sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Он не сумел скрыть свое изумление от этой новости,He couldn't hide his amazement at this news,[hi: ˈkʊdnt haɪd hɪz əˈmeɪzmənt æt ðɪs nju:z],B2_L216_S2.mp3
3,Ты знаком с этим человеком?,Are you acquainted with this person?,[ɑ: ju: əˈkweɪntɪd wɪð ðɪs ˈpɜ:sn?],B2_L216_S3.mp3
4,Я действительно обеспокоен твоим здоровьем,I am really concerned about your health,[aɪ æm ˈrɪəli kənˈsɜ:nd əˈbaʊt jɔ: helθ],B2_L216_S4.mp3
5,"Я думаю, тебе понадобится некоторого рода адаптация к этому",I think you will need some kind of adaptation to it,[aɪ θɪŋk ju: wɪl ni:d sʌm kaɪnd ɒv ˌædæpˈteɪʃn tu: ɪt],B2_L216_S5.mp3
6,Он забыл прикрепить эти документы к письму,He forgot to attach these documents to the letter,[hi: fəˈgɒt tu: əˈtæʧ ði:z ˈdɒkjʊmənts tu: ðə ˈletə],B2_L216_S6.mp3
7,Они голосовали за это или против этого?,Did they vote for or against it?,[dɪd ðeɪ vəʊt fɔ: ɔ: əˈgenst ɪt?],B2_L216_S7.mp3
8,Президент действительно обеспокоен этим вопросом,The president is really concerned about this issue,[ðə ˈprezɪdənt ɪz ˈrɪəli kənˈsɜ:nd əˈbaʊt ðɪs ˈɪʃu:],B2_L216_S8.mp3
9,Очень любезно с твоей стороны сказать это,It is very kind of you to say it,[ɪt ɪz ˈveri kaɪnd ɒv ju: tu: seɪ ɪt],B2_L216_S9.mp3
10,Тебе нужно быть с этим гораздо осторожнее,You need to be much more careful with it,[ju: ni:d tu: bi: mʌʧ mɔ: ˈkeəfəl wɪð ɪt],B2_L216_S10.mp3
11,Все были искренне поражены ее талантом,Everyone was truly amazed by her talent,[ˈevrɪwʌn wɒz ˈtru:li əˈmeɪzd baɪ hɜ: ˈtælənt],B2_L216_S11.mp3
12,Не забудь прикрепить это к письму!,Don't forget to attach it to the letter!,[dəʊnt fəˈget tu: əˈtæʧ ɪt tu: ðə ˈletə!],B2_L216_S12.mp3
13,Это было их главное возражение против этого,It was their main objection to it,[ɪt wɒz ðeə meɪn əbˈʤekʃən tu: ɪt],B2_L216_S13.mp3
14,Я не ассоциирую его с успешными людьми,I don't associate him with successful people,[aɪ dəʊnt əˈsəʊʃɪɪt hɪm wɪð səkˈsesfəl ˈpi:pl],B2_L216_S14.mp3
15,Он хочет быть независимым от своих родителей,He wants to be independent of his parents,[hi: wɒnts tu: bi: ˌɪndɪˈpendənt ɒv hɪz ˈpeərənts],B2_L216_S15.mp3
16,Я категорически возражаю против этого,I strongly object to it,[aɪ ˈstrɒŋli ˈɒbʤɪkt tu: ɪt],B2_L216_S16.mp3
17,Я приложил несколько фотографий к письму,I attached several photos to the letter,[aɪ əˈtæʧt ˈsevrəl ˈfəʊtəʊz tu: ðə ˈletə],B2_L216_S17.mp3
18,У нее боязнь летать,She has a fear of flying,[ʃi: hæz ə fɪər ɒv ˈflaɪɪŋ],B2_L216_S18.mp3
19,У меня нет возражений против этого,I have no objection to it,[aɪ hæv nəʊ əbˈʤekʃən tu: ɪt],B2_L216_S19.mp3
20,Он очень опытен в маркетинге,He is very experienced in marketing,[hi: ɪz ˈveri ɪksˈpɪərɪənst ɪn ˈmɑ:kɪtɪŋ],B2_L216_S20.mp3
21,Я начал чувствовать больше уверенности в английском,I started feeling more confidence in English,[aɪ ˈstɑ:tɪd ˈfi:lɪŋ mɔ: ˈkɒnfɪdəns ɪn ˈɪŋglɪʃ],B2_L216_S21.mp3
22,Это качество отличает его от своих сверстников,This quality distinguishes him from his peers,[ðɪs ˈkwɒlɪti dɪsˈtɪŋgwɪʃɪz hɪm frɒm hɪz pɪəz],B2_L216_S22.mp3
23,"Честно говоря, мы были шокированы этой новостью","To be honest, we were shocked by this news","[tu: bi: ˈɒnɪst, wi: wɜ: ʃɒkt baɪ ðɪs nju:z]",B2_L216_S23.mp3
24,Никто не был наказан за это,No one was punished for it,[nəʊ wʌn wɒz ˈpʌnɪʃt fɔ: ɪt],B2_L216_S24.mp3
25,Я восхищаюсь красотой этого места,I marvel at the beauty of this place,[aɪ ˈmɑ:vəl æt ðə ˈbju:ti ɒv ðɪs pleɪs],B2_L216_S25.mp3
26,Он очень опытен в этой области,He is very experienced in this field,[hi: ɪz ˈveri ɪksˈpɪərɪənst ɪn ðɪs fi:ld],B2_L216_S26.mp3
27,Я не привык вставать так рано,I am not accustomed to getting up so early,[aɪ æm nɒt əˈkʌstəmd tu: ˈgetɪŋ ʌp səʊ ˈɜ:li],B2_L216_S27.mp3
28,Он независим от своих родителей,He is independent of his parents,[hi: ɪz ˌɪndɪˈpendənt ɒv hɪz ˈpeərənts],B2_L216_S28.mp3
29,Он боится потерять эти деньги,He has a fear of losing this money,[hi: hæz ə fɪər ɒv ˈlu:zɪŋ ðɪs ˈmʌni],B2_L216_S29.mp3
30,Она очень опытна в таких вопросах,She is very experienced in such issues,[ʃi: ɪz ˈveri ɪksˈpɪərɪənst ɪn sʌʧ ˈɪʃu:z],B2_L216_S30.mp3
31,Он был наказан за это,He was punished for it,[hi: wɒz ˈpʌnɪʃt fɔ: ɪt],B2_L216_S31.mp3
32,Он не привык работать действительно усердно,He isn't accustomed to working really hard,[hi: ˈɪznt əˈkʌstəmd tu: ˈwɜ:kɪŋ ˈrɪəli hɑ:d],B2_L216_S32.mp3
33,Я приложу это к письму,I will attach it to the letter,[aɪ wɪl əˈtæʧ ɪt tu: ðə ˈletə],B2_L216_S33.mp3
34,Ты можешь устать от этого очень быстро,You can get tired of it very quickly,[ju: kæn get ˈtaɪəd ɒv ɪt ˈveri ˈkwɪkli],B2_L216_S34.mp3
35,Он возражает против этого предложения,He objects to this proposal,[hi: ˈɒbʤɪkts tu: ðɪs prəˈpəʊzəl],B2_L216_S35.mp3
36,Я был действительно поражен своими результатами,I was truly amazed by my results,[aɪ wɒz ˈtru:li əˈmeɪzd baɪ maɪ rɪˈzʌlts],B2_L216_S36.mp3
37,Я поражаюсь ее мудрости и опыту,I marvel at her wisdom and experience,[aɪ ˈmɑ:vəl æt hɜ: ˈwɪzdəm ænd ɪksˈpɪərɪəns],B2_L216_S37.mp3
38,Я устал от этого очень быстро,I got tired of it very quickly,[aɪ gɒt ˈtaɪəd ɒv ɪt ˈveri ˈkwɪkli],B2_L216_S38.mp3
39,Он боится потерять работу,He has a fear of losing his job,[hi: hæz ə fɪər ɒv ˈlu:zɪŋ hɪz ʤɒb],B2_L216_S39.mp3
40,Он голосовал за другого кандидата,He voted for another candidate,[hi: ˈvəʊtɪd fɔ: əˈnʌðə ˈkændɪˌdeɪt],B2_L216_S40.mp3
41,"Так много людей обеспокоены такими вопросами, как коррупция, бюрократия, бедность и неравенство","So many people are concerned about such issues as corruption, bureaucracy, poverty and inequality","[səʊ ˈmeni ˈpi:pl ɑ: kənˈsɜ:nd əˈbaʊt sʌʧ ˈɪʃu:z æz kəˈrʌpʃən, bjʊəˈrɒkrəsi, ˈpɒvəti ænd ˌɪni:ˈkwɒlɪti]",B2_L216_S41.mp3
42,Иногда чрезвычайно трудно отличить правильное от неправильного,Sometimes it is extremely difficult to distinguish right from wrong,[ˈsʌmtaɪmz ɪt ɪz ɪksˈtri:mli ˈdɪfɪkəlt tu: dɪsˈtɪŋgwɪʃ raɪt frɒm rɒŋ],B2_L216_S42.mp3
43,"Ты знаешь, я не могу скрыть своего удивления от скорости этой услуги","You know, I can't hide my amazement at the rapidity of this service","[ju: nəʊ, aɪ kɑ:nt haɪd maɪ əˈmeɪzmənt æt ðə rəˈpɪdɪti ɒv ðɪs ˈsɜ:vɪs]",B2_L216_S43.mp3
44,Он никогда не перестает восхищаться красотой этого места,He never ceases to marvel at the beauty of this place,[hi: ˈnevə ˈsi:sɪz tu: ˈmɑ:vəl æt ðə ˈbju:ti ɒv ðɪs pleɪs],B2_L216_S44.mp3
45,Он очень опытен в решении подобных вопросов,He is very experienced in dealing with such issues,[hi: ɪz ˈveri ɪksˈpɪərɪənst ɪn ˈdi:lɪŋ wɪð sʌʧ ˈɪʃu:z],B2_L216_S45.mp3
46,Мне в конце концов удалось преодолеть свой страх выступать на публике,I eventually managed to overcome my fear of speaking in public,[aɪ ɪˈvenʧəli ˈmænɪʤd tu: ˌəʊvəˈkʌm maɪ fɪər ɒv ˈspi:kɪŋ ɪn ˈpʌblɪk],B2_L216_S46.mp3
47,Все были шокированы отсутствием у него сострадания,Everyone was shocked by his lack of compassion,[ˈevrɪwʌn wɒz ʃɒkt baɪ hɪz læk ɒv kəmˈpæʃən],B2_L216_S47.mp3
