sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Она ответила на твое письмо?,Did she reply to your letter?,[dɪd ʃi: rɪˈplaɪ tu: jɔ: ˈletə?],B1_L154_S2.mp3
3,Ты мог бы мне объяснить эту вещь?,Could you explain this thing to me?,[kʊd ju: ɪksˈpleɪn ðɪs θɪŋ tu: mi:?],B1_L154_S3.mp3
4,Я участвовал в этом чемпионате,I participated in this championship,[aɪ pɑ:ˈtɪsɪpeɪtɪd ɪn ðɪs ˈʧæmpiənʃɪp],B1_L154_S4.mp3
5,Как ты на это ответил?,How did you answer it?,[haʊ dɪd ju: ˈɑ:nsər ɪt?],B1_L154_S5.mp3
6,Он уехал в другую страну,He left for another country,[hi: left fɔ: əˈnʌðə ˈkʌntri],B1_L154_S6.mp3
7,Как ты ответил на такой сложный вопрос?,How did you answer such a difficult question?,[haʊ dɪd ju: ˈɑ:nsə sʌʧ ə ˈdɪfɪkəlt ˈkwesʧən?],B1_L154_S7.mp3
8,Он прибыл на конференцию час спустя,He arrived at the conference an hour later,[hi: əˈraɪvd æt ðə ˈkɒnfərəns ən ˈaʊə ˈleɪtə],B1_L154_S8.mp3
9,Это сильно повлияло на меня,It influenced me a lot,[ɪt ˈɪnflʊənst mi: ə lɒt],B1_L154_S9.mp3
10,Эти события повлияли на мое решение,These events influenced my decision,[ði:z ɪˈvents ˈɪnflʊənst maɪ dɪˈsɪʒən],B1_L154_S10.mp3
11,На прошлой неделе он уехал в Англию,He left for England last week,[hi: left fɔ: ˈɪŋglənd lɑ:st wi:k],B1_L154_S11.mp3
12,Это сильно повлияло на мою жизнь,It influenced my life greatly,[ɪt ˈɪnflʊənst maɪ laɪf ˈgreɪtli],B1_L154_S12.mp3
13,Она покинула это место,She left this place,[ʃi: left ðɪs pleɪs],B1_L154_S13.mp3
14,Как ты ответил на этот вопрос?,How did you answer this question?,[haʊ dɪd ju: ˈɑ:nsə ðɪs ˈkwesʧən?],B1_L154_S14.mp3
15,Я могу объяснить тебе эту вещь,I can explain this thing to you,[aɪ kæn ɪksˈpleɪn ðɪs θɪŋ tu: ju:],B1_L154_S15.mp3
16,Он уделяет этому слишком много времени,He devotes too much time to it,[hi: dɪˈvəʊts tu: mʌʧ taɪm tu: ɪt],B1_L154_S16.mp3
17,Мне нужно подготовиться к этому тесту,I need to prepare for this test,[aɪ ni:d tu: prɪˈpeə fɔ: ðɪs test],B1_L154_S17.mp3
18,Я подписан на эти каналы,I'm subscribed to these channels,[aɪm səbˈskraɪbd tu: ði:z ˈʧænlz],B1_L154_S18.mp3
19,Он хочет подать заявку на эту работу,He wants to apply for this job,[hi: wɒnts tu: əˈplaɪ fɔ: ðɪs ʤɒb],B1_L154_S19.mp3
20,Ты можешь положиться на меня,You can rely on me,[ju: kæn rɪˈlaɪ ɒn mi:],B1_L154_S20.mp3
21,Почему ты смеешься над этим?,Why are you laughing at it?,[waɪ ɑ: ju: ˈlɑ:fɪŋ æt ɪt?],B1_L154_S21.mp3
22,Кто указал на твои ошибки?,Who pointed at your mistakes?,[hu: ˈpɔɪntɪd æt jɔ: mɪsˈteɪks?],B1_L154_S22.mp3
23,Они обвиняют его в убийстве,They accuse him of murder,[ðeɪ əˈkju:z hɪm ɒv ˈmɜ:də],B1_L154_S23.mp3
24,Что он ищет?,What is he looking for?,[wɒt ɪz hi: ˈlʊkɪŋ fɔ:?],B1_L154_S24.mp3
25,Он попросил ее о помощи,He asked her for help,[hi: ɑ:skt hɜ: fɔ: help],B1_L154_S25.mp3
