sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Я действительно рад за тебя,I'm really glad for you,[aɪm ˈrɪəli glæd fɔ: ju:],B1_L153_S2.mp3
3,Это сделано из хлопка,It is made of cotton,[ɪt ɪz meɪd ɒv ˈkɒtn],B1_L153_S3.mp3
4,Он очень раздражен ею,He is very annoyed with her,[hi: ɪz ˈveri əˈnɔɪd wɪð hɜ:],B1_L153_S4.mp3
5,Я так рад за тебя,I am so happy for you,[aɪ æm səʊ ˈhæpi fɔ: ju:],B1_L153_S5.mp3
6,Это сделано из стали,It is made of steel,[ɪt ɪz meɪd ɒv sti:l],B1_L153_S6.mp3
7,Он очень нервничает из-за своего будущего,He is very nervous about his future,[hi: ɪz ˈveri ˈnɜ:vəs əˈbaʊt hɪz ˈfju:ʧə],B1_L153_S7.mp3
8,Я действительно сожалею обо всем,I am really sorry about everything,[aɪ æm ˈrɪəli ˈsɒri əˈbaʊt ˈevrɪθɪŋ],B1_L153_S8.mp3
9,Она очень раздражена им,She is very irritated with him,[ʃi: ɪz ˈveri ˈɪrɪteɪtɪd wɪð hɪm],B1_L153_S9.mp3
10,Она безнадежна в катании на коньках,She is hopeless at skating,[ʃi: ɪz ˈhəʊplɪs æt ˈskeɪtɪŋ],B1_L153_S10.mp3
11,Я так рад за тебя,I'm so glad for you,[aɪm səʊ glæd fɔ: ju:],B1_L153_S11.mp3
12,"Мне ясно, что мне нужно что-то делать прямо сейчас",It is clear to me that I need to do something right now,[ɪt ɪz klɪə tu: mi: ðæt aɪ ni:d tu: du: ˈsʌmθɪŋ raɪt naʊ],B1_L153_S12.mp3
13,Она зависима от своих родителей,She is dependent on her parents,[ʃi: ɪz dɪˈpendənt ɒn hɜ: ˈpeərənts],B1_L153_S13.mp3
14,Он помолвлен с ней,He is engaged to her,[hi: ɪz ɪnˈgeɪʤd tu: hɜ:],B1_L153_S14.mp3
15,Он абсолютно безнадежен в этом,He is absolutely hopeless at it,[hi: ɪz ˈæbsəlu:tli ˈhəʊplɪs æt ɪt],B1_L153_S15.mp3
16,Ему не все ясно,Not everything is clear to him,[nɒt ˈevrɪθɪŋ ɪz klɪə tu: hɪm],B1_L153_S16.mp3
17,Он был очень раздражен детьми,He was very annoyed with the kids,[hi: wɒz ˈveri əˈnɔɪd wɪð ðə kɪdz],B1_L153_S17.mp3
18,Они были очень раздражены его грубостью,They were very irritated by his rudeness,[ðeɪ wɜ: ˈveri ˈɪrɪteɪtɪd baɪ hɪz ˈru:dnɪs],B1_L153_S18.mp3
19,Мне все ясно,Everything is clear to me,[ˈevrɪθɪŋ ɪz klɪə tu: mi:],B1_L153_S19.mp3
20,Я очень рад твоему успеху,I'm really glad about your success,[aɪm ˈrɪəli glæd əˈbaʊt jɔ: səkˈses],B1_L153_S20.mp3
21,Он был очень разочарован результатом,He was very disappointed about the result,[hi: wɒz ˈveri ˌdɪsəˈpɔɪntɪd əˈbaʊt ðə rɪˈzʌlt],B1_L153_S21.mp3
22,Он действительно уверен в этом?,Is he really sure about it?,[ɪz hi: ˈrɪəli ʃʊər əˈbaʊt ɪt?],B1_L153_S22.mp3
