sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Если бы у него бы миллион, он бы купил огромную машину","If he had one million, he would buy a huge car","[ɪf hi: hæd wʌn ˈmɪljən, hi: wʊd baɪ ə hju:ʤ kɑ:]",B1_L171_S2.mp3
3,"Я был бы очень счастлив, если бы я выиграл это соревнование",I would be very happy if I won this competition,[aɪ wʊd bi: ˈveri ˈhæpi ɪf aɪ wʌn ðɪs ˌkɒmpɪˈtɪʃən],B1_L171_S3.mp3
4,"Я бы помогал бедным людям, если бы я стал миллионером",I would help poor people if I became a millionaire,[aɪ wʊd help pʊə ˈpi:pl ɪf aɪ bɪˈkeɪm ə ˌmɪljəˈneə],B1_L171_S4.mp3
5,"Если бы это было дешевле, я бы купил это","If it were cheaper, I would buy it","[ɪf ɪt wɜ: ˈʧi:pə, aɪ wʊd baɪ ɪt]",B1_L171_S5.mp3
6,"Я мог бы путешествовать, если бы я был богат",I could travel if I were rich,[aɪ kʊd ˈtrævl ɪf aɪ wɜ: rɪʧ],B1_L171_S6.mp3
7,"Я желаю, чтобы у меня было больше денег",I wish I had more money,[aɪ wɪʃ aɪ hæd mɔ: ˈmʌni],B1_L171_S7.mp3
8,"Я желаю, чтобы ты был здесь",I wish you were here,[aɪ wɪʃ ju: wɜ: hɪə],B1_L171_S8.mp3
9,"На твоем месте, я бы так не волновался об этом","If I were you, I wouldn't worry about it so much","[ɪf aɪ wɜ: ju:, aɪ ˈwʊdnt ˈwʌri əˈbaʊt ɪt səʊ mʌʧ]",B1_L171_S9.mp3
10,"Что бы ты сделал, если бы ты был на моем месте?",What would you do if you were in my place?,[wɒt wʊd ju: du: ɪf ju: wɜ: ɪn maɪ pleɪs?],B1_L171_S10.mp3
11,"Если бы у меня было достаточно денег, я бы купил другой дом","If I had enough money, I would buy another house","[ɪf aɪ hæd ɪˈnʌf ˈmʌni, aɪ wʊd baɪ əˈnʌðə haʊs]",B1_L171_S11.mp3
12,"Я желаю, чтобы у меня было больше свободного времени",I wish I had more free time,[aɪ wɪʃ aɪ hæd mɔ: fri: taɪm],B1_L171_S12.mp3
13,"Если бы я жил в Америке, мой английский был бы намного лучше","If I lived in America, my English would be much better","[ɪf aɪ lɪvd ɪn əˈmerɪkə, maɪ ˈɪŋglɪʃ wʊd bi: mʌʧ ˈbetə]",B1_L171_S13.mp3
14,"Если бы я жил в Соединенных Штатах, я бы свободно говорил по-английски","If I lived in the United States, I would speak English fluently","[ɪf aɪ lɪvd ɪn ði: jʊˈnaɪtɪd steɪts, aɪ wʊd spi:k ˈɪŋglɪʃ ˈflu:əntli]",B1_L171_S14.mp3
15,"Я желаю, чтобы я знал правильный ответ",I wish I knew the correct answer,[aɪ wɪʃ aɪ nju: ðə kəˈrekt ˈɑ:nsə],B1_L171_S15.mp3
16,"Если бы я был богатым, я мог бы путешествовать по всему миру","If I were rich, I could travel around the world","[ɪf aɪ wɜ: rɪʧ, aɪ kʊd ˈtrævl əˈraʊnd ðə wɜ:ld]",B1_L171_S16.mp3
17,"Если бы у меня был миллион долларов, я бы купил просторный дом для своей семьи","If I had one million dollars, I would buy a spacious house for my family","[ɪf aɪ hæd wʌn ˈmɪljən ˈdɒləz, aɪ wʊd baɪ ə ˈspeɪʃəs haʊs fɔ: maɪ ˈfæmɪli]",B1_L171_S17.mp3
18,"Я желаю, чтобы я имел продвинутый уровень сейчас",I wish I had an Advanced level now,[aɪ wɪʃ aɪ hæd ən ədˈvɑ:nst ˈlevl naʊ],B1_L171_S18.mp3
19,"Если бы это предложение не было таким привлекательным, я бы об этом не подумал","If this offer weren't so attractive, I wouldn't think about it","[ɪf ðɪs ˈɒfə wɜ:nt səʊ əˈtræktɪv, aɪ ˈwʊdnt θɪŋk əˈbaʊt ɪt]",B1_L171_S19.mp3
