sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Она особенно интересуется фотографией,She is particularly interested in photography,[ʃi: ɪz pəˈtɪkjʊləli ˈɪntrɪstɪd ɪn fəˈtɒgrəfi],B2_L215_S2.mp3
3,Нам нужно сосредоточиться на более серьезных проблемах,We need to focus on more significant problems,[wi: ni:d tu: ˈfəʊkəs ɒn mɔ: sɪgˈnɪfɪkənt ˈprɒbləmz],B2_L215_S3.mp3
4,"Пожалуйста, сообщите нам об этих изменениях","Please, inform us of these changes","[pli:z, ɪnˈfɔ:m ʌs ɒv ði:z ˈʧeɪnʤɪz]",B2_L215_S4.mp3
5,Она уехала в Лондон,She left for London,[ʃi: left fɔ: ˈlʌndən],B2_L215_S5.mp3
6,Его ботинки покрыты грязью,His shoes are covered with dirt,[hɪz ʃu:z ɑ: ˈkʌvəd wɪð dɜ:t],B2_L215_S6.mp3
7,Это может быть очень вредно для его здоровья,It can be very harmful to his health,[ɪt kæn bi: ˈveri ˈhɑ:mfəl tu: hɪz helθ],B2_L215_S7.mp3
8,Это привело к новым непредвиденным проблемам,It led to new unforeseen problems,[ɪt led tu: nju: ˌʌnfɔ:ˈsi:n ˈprɒbləmz],B2_L215_S8.mp3
9,Нам нужно сосредоточить наше внимание на более важной вещи,We need to focus our attention on a more important thing,[wi: ni:d tu: ˈfəʊkəs ˈaʊər əˈtenʃn ɒn ə mɔ: ɪmˈpɔ:tənt θɪŋ],B2_L215_S9.mp3
10,Большинство людей ассоциируют эти продукты с высоким качеством,Most people associate these products with high quality,[məʊst ˈpi:pl əˈsəʊʃɪɪt ði:z ˈprɒdʌkts wɪð haɪ ˈkwɒlɪti],B2_L215_S10.mp3
11,Я уже ушел на работу,I have already left for work,[aɪ hæv ɔ:lˈredi left fɔ: wɜ:k],B2_L215_S11.mp3
12,Какой результат этой работы?,What's the result of this work?,[wɒts ðə rɪˈzʌlt ɒv ðɪs wɜ:k?],B2_L215_S12.mp3
13,Он очень сердито отреагировал на это замечание,He reacted very angrily to this remark,[hi: ri:ˈæktɪd ˈveri ˈæŋgrɪli tu: ðɪs ˈrɪˈmɑ:k],B2_L215_S13.mp3
14,Он не испытывает никакого сочувствия к этим бедным людям,He feels no sympathy for these poor people,[hi: fi:lz nəʊ ˈsɪmpəθi fɔ: ði:z pʊə ˈpi:pl],B2_L215_S14.mp3
15,Этот мальчик очень отличается от других,This boy is very different from others,[ðɪs bɔɪ ɪz ˈveri ˈdɪfrənt frɒm ˈʌðəz],B2_L215_S15.mp3
16,Он хочет уехать домой,He wants to leave for home,[hi: wɒnts tu: li:v fɔ: həʊm],B2_L215_S16.mp3
17,Ему сообщили об этом,He was informed of it,[hi: wɒz ɪnˈfɔ:md ɒv ɪt],B2_L215_S17.mp3
18,Эти меры привели к очень большим потерям,These measures resulted in very big losses,[ði:z ˈmeʒəz rɪˈzʌltɪd ɪn ˈveri bɪg ˈlɒsɪz],B2_L215_S18.mp3
19,Как он отреагировал на эту критику?,How did he react to this criticism?,[haʊ dɪd hi: ri:ˈækt tu: ðɪs ˈkrɪtɪsɪzm?],B2_L215_S19.mp3
20,Пол покрыт пылью,The floor is covered with dust,[ðə flɔ:r ɪz ˈkʌvəd wɪð dʌst],B2_L215_S20.mp3
21,Я внес 10 долларов на его подарок,I contributed 10 dollars to his present,[aɪ kənˈtrɪbju:tɪd 10 ˈdɒləz tu: hɪz ˈpreznt],B2_L215_S21.mp3
22,Ей сообщили об этом решении,She was informed of this decision,[ʃi: wɒz ɪnˈfɔ:md ɒv ðɪs dɪˈsɪʒən],B2_L215_S22.mp3
23,Это привело к новым проблемам,It resulted in new problems,[ɪt rɪˈzʌltɪd ɪn nju: ˈprɒbləmz],B2_L215_S23.mp3
24,Я был измучен поездкой,I was exhausted from the trip,[aɪ wɒz ɪgˈzɔ:stɪd frɒm ðə trɪp],B2_L215_S24.mp3
25,Это вредно для здоровья,It's harmful to health,[ɪts ˈhɑ:mfəl tu: helθ],B2_L215_S25.mp3
26,Дорога была покрыта снегом,The road was covered with snow,[ðə rəʊd wɒz ˈkʌvəd wɪð snəʊ],B2_L215_S26.mp3
27,Почему ты так подозрительно к нему относишься?,Why are you so suspicious of him?,[waɪ ɑ: ju: səʊ səsˈpɪʃəs ɒv hɪm?],B2_L215_S27.mp3
28,У него были трудности в понимании этого урока,He had difficulties in understanding this lesson,[hi: hæd ˈdɪfɪkəltiz ɪn ˌʌndəˈstændɪŋ ðɪs ˈlesn],B2_L215_S28.mp3
