sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Это захватывающая возможность для нас,It is an exciting opportunity for us,[ɪt ɪz ən ɪkˈsaɪtɪŋ ˌɒpəˈtju:nɪti fɔ: ʌs],B1_L190_S2.mp3
3,Это живой организм,It is a living organism,[ɪt ɪz ə ˈlɪvɪŋ ˈɔ:gənɪzm],B1_L190_S3.mp3
4,Что в этом такого смешного?,What is so funny about it?,[wɒt ɪz səʊ ˈfʌni əˈbaʊt ɪt?],B1_L190_S4.mp3
5,Тебе подходят эти условия?,Are these conditions suitable for you?,[ɑ: ði:z kənˈdɪʃənz ˈsju:təbl fɔ: ju:?],B1_L190_S5.mp3
6,Он очень ценный работник,He is a very valuable employee,[hi: ɪz ə ˈveri ˈvæljʊəbl ˌemplɔɪˈi:],B1_L190_S6.mp3
7,Ты можешь увидеть это в южной части штата,You can see it in the southern part of the state,[ju: kæn si: ɪt ɪn ðə ˈsʌðən pɑ:t ɒv ðə steɪt],B1_L190_S7.mp3
8,Тебе нравится желтый цвет?,Do you like yellow colour?,[du: ju: laɪk ˈjeləʊ ˈkʌlə?],B1_L190_S8.mp3
9,У меня другая точка зрения на эту тему,I have a different point of view on this topic,[aɪ hæv ə ˈdɪfrənt pɔɪnt ɒv vju: ɒn ðɪs ˈtɒpɪk],B1_L190_S9.mp3
10,Это действительно необходимо сделать?,Is it really necessary to do it?,[ɪz ɪt ˈrɪəli ˈnesɪsəri tu: du: ɪt?],B1_L190_S10.mp3
11,Это очень дикое место,It is a very wild place,[ɪt ɪz ə ˈveri waɪld pleɪs],B1_L190_S11.mp3
12,Эти условия жизни не достаточно удовлетворительные,These living conditions aren't satisfactory enough,[ði:z ˈlɪvɪŋ kənˈdɪʃənz ɑ:nt ˌsætɪsˈfæktəri ɪˈnʌf],B1_L190_S12.mp3
13,Ты можешь встретить диких животных в том месте,You can meet wild animals in that place,[ju: kæn mi:t waɪld ˈænɪməlz ɪn ðæt pleɪs],B1_L190_S13.mp3
14,У этого человека очень широкие плечи,This man has very broad shoulders,[ðɪs mæn hæz ˈveri brɔ:d ˈʃəʊldəz],B1_L190_S14.mp3
15,Лучше не делать этого,It is better not to do it,[ɪt ɪz ˈbetə nɒt tu: du: ɪt],B1_L190_S15.mp3
16,Ты очень везучий человек,You are a very lucky person,[ju: ɑ: ə ˈveri ˈlʌki ˈpɜ:sn],B1_L190_S16.mp3
17,У него короткие вьющиеся волосы,He has short curly hair,[hi: hæz ʃɔ:t ˈkɜ:li heə],B1_L190_S17.mp3
18,Они написали очень подробный отчет,They wrote a very detailed report,[ðeɪ rəʊt ə ˈveri ˈdi:teɪld rɪˈpɔ:t],B1_L190_S18.mp3
19,Это очень долгий и сложный процесс,It is a very long and complicated process,[ɪt ɪz ə ˈveri lɒŋ ænd ˈkɒmplɪkeɪtɪd ˈprəʊses],B1_L190_S19.mp3
20,Страдают невинные люди,Innocent people suffer,[ˈɪnəsənt ˈpi:pl ˈsʌfə],B1_L190_S20.mp3
21,Диван был таким неудобным,The sofa was so uncomfortable,[ðə ˈsəʊfə wɒz səʊ ʌnˈkʌmfətəbl],B1_L190_S21.mp3
22,У нее короткие волнистые волосы,She has short wavy hair,[ʃi: hæz ʃɔ:t ˈweɪvi heə],B1_L190_S22.mp3
23,Он нарисовал прямую линию,He drew a direct line,[hi: dru: ə dɪˈrekt laɪn],B1_L190_S23.mp3
24,Это прямой рейс?,Is it a direct flight?,[ɪz ɪt ə dɪˈrekt flaɪt?],B1_L190_S24.mp3
25,На улицах было тихо,The streets were silent,[ðə stri:ts wɜ: ˈsaɪlənt],B1_L190_S25.mp3
26,Это гораздо более легкий тест,It is a much easier test,[ɪt ɪz ə mʌʧ ˈi:zɪə test],B1_L190_S26.mp3
27,"Эта задача не такая легкая, как та",This task isn't as easy as that one,[ðɪs tɑ:sk ˈɪznt æz ˈi:zi æz ðæt wʌn],B1_L190_S27.mp3
28,Мне не нравится громкая музыка,I don't like loud music,[aɪ dəʊnt laɪk laʊd ˈmju:zɪk],B1_L190_S28.mp3
