sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Я обычно покупаю это на рынке,I usually buy it at the market,[aɪ ˈju:ʒʊəli baɪ ɪt æt ðə ˈmɑ:kɪt],A2_L108_S2.mp3
3,Мы можем встретиться в субботу,We can meet on Saturday,[wi: kæn mi:t ɒn ˈsætədeɪ],A2_L108_S3.mp3
4,Он часто ездит в свой загородный дом,He often goes to his country house,[hi: ˈɒfn gəʊz tu: hɪz ˈkʌntri haʊs],A2_L108_S4.mp3
5,Мы могли бы встретиться в субботу вечером,We could meet on Saturday evening,[wi: kʊd mi:t ɒn ˈsætədeɪ ˈi:vnɪŋ],A2_L108_S5.mp3
6,Он обычно приходит домой из школы в три часа дня,He usually comes home from school at three o'clock in the afternoon,[hi: ˈju:ʒʊəli kʌmz həʊm frɒm sku:l æt θri: əˈklɒk ɪn ði ˈɑ:ftəˈnu:n],A2_L108_S6.mp3
7,Это рядом с дорогой,It's near the road,[ɪts nɪə ðə rəʊd],A2_L108_S7.mp3
8,Что ты обычно делаешь зимой?,What do you usually do in winter?,[wɒt du: ju: ˈju:ʒʊəli du: ɪn ˈwɪntə?],A2_L108_S8.mp3
9,Она села в кресло,She sat in an armchair,[ʃi: sæt ɪn ən ˈɑ:mˈʧeə],A2_L108_S9.mp3
10,Она уехала в Англию,She left for England,[ʃi: left fɔ: ˈɪŋglənd],A2_L108_S10.mp3
11,Я обычно останавливаюсь в этом отеле,I usually stay at this hotel,[aɪ ˈju:ʒʊəli steɪ æt ðɪs həʊˈtel],A2_L108_S11.mp3
12,Мы переехали в новую квартиру,We moved into a new apartment,[wi: mu:vd ˈɪntu: ə nju: əˈpɑ:tmənt],A2_L108_S12.mp3
13,Давайте встретимся во вторник утром,Let's meet on Tuesday morning,[lets mi:t ɒn ˈtju:zdeɪ ˈmɔ:nɪŋ],A2_L108_S13.mp3
14,Она обычно вставала очень рано утром,She usually got up very early in the morning,[ʃi: ˈju:ʒʊəli gɒt ʌp ˈveri ˈɜ:li ɪn ðə ˈmɔ:nɪŋ],A2_L108_S14.mp3
15,Давай встретимся в пятницу,Let's meet on Friday,[lets mi:t ɒn ˈfraɪdeɪ],A2_L108_S15.mp3
16,Весной он часто ездит в свой загородный дом,He often goes to his country house in spring,[hi: ˈɒfn gəʊz tu: hɪz ˈkʌntri haʊs ɪn sprɪŋ],A2_L108_S16.mp3
17,Он обычно просыпается очень рано утром,He usually wakes up very early in the morning,[hi: ˈju:ʒʊəli weɪks ʌp ˈveri ˈɜ:li ɪn ðə ˈmɔ:nɪŋ],A2_L108_S17.mp3
18,Обычно он уходит на работу в восемь часов утра,He usually leaves for work at eight o'clock in the morning,[hi: ˈju:ʒʊəli li:vz fɔ: wɜ:k æt eɪt əˈklɒk ɪn ðə ˈmɔ:nɪŋ],A2_L108_S18.mp3
19,Я переехал в новый дом,I moved into a new house,[aɪ mu:vd ˈɪntu: ə nju: haʊs],A2_L108_S19.mp3
20,Я взял такси,I took a taxi,[aɪ tʊk ə ˈtæksi],A2_L108_S20.mp3
21,Она переехала в Чикаго,She moved to Chicago,[ʃi: mu:vd tu: ʃɪˈkɑ:gəʊ],A2_L108_S21.mp3
22,Я не хочу работать ночью,I don't want to work at night,[aɪ dəʊnt wɒnt tu: wɜ:k æt naɪt],A2_L108_S22.mp3
23,Я обычно прихожу домой в семь часов вечера,I usually come home at seven o'clock in the evening,[aɪ ˈju:ʒʊəli kʌm həʊm æt ˈsevn əˈklɒk ɪn ði ˈi:vnɪŋ],A2_L108_S23.mp3
24,У меня встреча в шесть,I have a meeting at six,[aɪ hæv ə ˈmi:tɪŋ æt sɪks],A2_L108_S24.mp3
25,Он уехал в Штаты,He left for the States,[hi: left fɔ: ðə steɪts],A2_L108_S25.mp3
26,Это рядом с банком,It's near the bank,[ɪts nɪə ðə bæŋk],A2_L108_S26.mp3
27,Куда ты обычно ездишь осенью?,Where do you usually go in autumn?,[weə du: ju: ˈju:ʒʊəli gəʊ ɪn ˈɔ:təm?],A2_L108_S27.mp3
28,Он переехал в Бирмингем,He moved to Birmingham,[hi: mu:vd tu: ˈbɜ:mɪŋəm],A2_L108_S28.mp3
29,Она уехала в Испанию,She left for Spain,[ʃi: left fɔ: speɪn],A2_L108_S29.mp3
30,Я обычно езжу куда-то за границу летом,I usually go somewhere abroad in summer,[aɪ ˈju:ʒʊəli gəʊ ˈsʌmweər əˈbrɔ:d ɪn ˈsʌmə],A2_L108_S30.mp3
31,Он покинул страну,He left the country,[hi: left ðə ˈkʌntri],A2_L108_S31.mp3
32,Он сел на стул,He sat on a chair,[hi: sæt ɒn ə ʧeə],A2_L108_S32.mp3
33,Я сел в его машину,I got in his car,[aɪ gɒt ɪn hɪz kɑ:],A2_L108_S33.mp3
34,Это рядом с отелем,It's near the hotel,[ɪts nɪə ðə həʊˈtel],A2_L108_S34.mp3
35,Я обычно прихожу на работу в десять часов дня,I usually come to work at ten o'clock in the afternoon,[aɪ ˈju:ʒʊəli kʌm tu: wɜ:k æt ten əˈklɒk ɪn ði ˈɑ:ftəˈnu:n],A2_L108_S35.mp3
36,Я сел в такси,I got in a taxi,[aɪ gɒt ɪn ə ˈtæksi],A2_L108_S36.mp3
37,Она уехала в другой город,She left for another city,[ʃi: left fɔ: əˈnʌðə ˈsɪti],A2_L108_S37.mp3
38,Он ушел из дома очень рано,He left - home very early,[hi: left - həʊm ˈveri ˈɜ:li],A2_L108_S38.mp3
39,Он в здании,He's in the building,[hi:z ɪn ðə ˈbɪldɪŋ],A2_L108_S39.mp3
40,Он уехал в Россию,He left for Russia,[hi: left fɔ: ˈrʌʃə],A2_L108_S40.mp3
41,Мы в лесу,We're in the forest,[wɪər ɪn ðə ˈfɒrɪst],A2_L108_S41.mp3
42,Я сел в машину,I got in a car,[aɪ gɒt ɪn ə kɑ:],A2_L108_S42.mp3
43,Я покинул город,I left the city,[aɪ left ðə ˈsɪti],A2_L108_S43.mp3
44,Он родился в Лос-Анджелесе,He was born in Los Angeles,[hi: wɒz bɔ:n ɪn Los ˈeɪnʤəlz],A2_L108_S44.mp3
45,Ты можешь дать эту ручку мне?,Can you give this pen to me?,[kæn ju: gɪv ðɪs pen tu: mi:?],A2_L108_S45.mp3
46,Она родилась 1 января,She was born on January 1st,[ʃi: wɒz bɔ:n ɒn ˈʤænjʊəri 1st],A2_L108_S46.mp3
47,Я вернусь через минуту,I'll be back in a minute,[aɪl bi: bæk ɪn ə ˈmɪnɪt],A2_L108_S47.mp3
48,Я обычно покупаю это на рынке,I usually buy it at the market,[aɪ ˈju:ʒʊəli baɪ ɪt æt ðə ˈmɑ:kɪt],A2_L108_S48.mp3
49,Я перезвоню тебе через час,I'll call you back in an hour,[aɪl kɔ:l ju: bæk ɪn ən ˈaʊə],A2_L108_S49.mp3
50,Я обычно покупаю свежие фрукты и овощи на рынке,I usually buy fresh fruit and vegetables at the market,[aɪ ˈju:ʒʊəli baɪ freʃ fru:t ænd ˈveʤtəblz æt ðə ˈmɑ:kɪt],A2_L108_S50.mp3
51,Я свяжусь с тобой примерно через десять минут,I'll get in touch with you in about ten minutes,[aɪl get ɪn tʌʧ wɪð ju: ɪn əˈbaʊt ten ˈmɪnɪts],A2_L108_S51.mp3
52,Ему нравится кататься на лыжах зимой,He likes skiing in winter,[hi: laɪks ˈski:ɪŋ ɪn ˈwɪntə],A2_L108_S52.mp3
53,Ей нужно перевести это с английского на русский,She needs to translate it from English into Russian,[ʃi: ni:dz tu: trænsˈleɪt ɪt frɒm ˈɪŋglɪʃ ˈɪntu: ˈrʌʃn],A2_L108_S53.mp3
54,Я сошел с самолета,I got off the plane,[aɪ gɒt ɒf ðə pleɪn],A2_L108_S54.mp3
55,Она вошла в комнату,She came into the room,[ʃi: keɪm ˈɪntu: ðə ru:m],A2_L108_S55.mp3
56,Пациент должен быть в постели,The patient must be in bed,[ðə ˈpeɪʃənt mʌst bi: ɪn bed],A2_L108_S56.mp3
57,Пульт дистанционного управления лежит на диване,The remote control lies on the sofa,[ðə rɪˈməʊt kənˈtrəʊl laɪz ɒn ðə ˈsəʊfə],A2_L108_S57.mp3
58,Я родился 15 марта,I was born on March 15th,[aɪ wɒz bɔ:n ɒn mɑ:ʧ 15th],A2_L108_S58.mp3
59,Он прочитал это в новостях,He read it in the news,[hi: ri:d ɪt ɪn ðə nju:z],A2_L108_S59.mp3
