sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Он курит слишком много в последнее время,He has been smoking too much lately,[hi: hæz bi:n ˈsməʊkɪŋ tu: mʌʧ ˈleɪtli],A2_L118_S2.mp3
3,Я смотрю это видео в течение пятнадцати минут,I’ve been watching this video for fifteen minutes,[aɪv bi:n ˈwɒʧɪŋ ðɪs ˈvɪdɪəʊ fɔ: ˈfɪfˈti:n ˈmɪnɪts],A2_L118_S3.mp3
4,Он изучает испанский в течение полугода,He’s been learning Spanish for half a year,[hi:z bi:n ˈlɜ:nɪŋ ˈspænɪʃ fɔ: hɑ:f ə jɪə],A2_L118_S4.mp3
5,Я работаю здесь почти один год,I’ve been working here for almost one year,[aɪv bi:n ˈwɜ:kɪŋ hɪə fɔ: ˈɔ:lməʊst wʌn jɪə],A2_L118_S5.mp3
6,Мы читаем с утра,We’ve been reading since morning,[wi:v bi:n ˈri:dɪŋ sɪns ˈmɔ:nɪŋ],A2_L118_S6.mp3
7,Как долго вы живете вместе?,How long have you been living together?,[haʊ lɒŋ hæv ju: bi:n ˈlɪvɪŋ təˈgeðə?],A2_L118_S7.mp3
8,Как долго она работает здесь?,How long has she been working here?,[haʊ lɒŋ hæz ʃi: bi:n ˈwɜ:kɪŋ hɪə?],A2_L118_S8.mp3
9,Он здесь с утра,He's been here since morning,[hi:z bi:n hɪə sɪns ˈmɔ:nɪŋ],A2_L118_S9.mp3
10,Я готовлюсь к этому экзамену два дня,I have been preparing for this exam for two days,[aɪ hæv bi:n prɪˈpeərɪŋ fɔ: ðɪs ɪgˈzæm fɔ: tu: deɪz],A2_L118_S10.mp3
11,Он живет в деревне уже более десяти лет,He has been living in the village for more than ten years,[hi: hæz bi:n ˈlɪvɪŋ ɪn ðə ˈvɪlɪʤ fɔ: mɔ: ðæn ten jɪəz],A2_L118_S11.mp3
12,Я тренируюсь с самого утра,I have been training since morning,[aɪ hæv bi:n ˈtreɪnɪŋ sɪns ˈmɔ:nɪŋ],A2_L118_S12.mp3
13,Она учится в университете полтора года,She has been studying at university for a year and a half,[ʃi: hæz bi:n ˈstʌdiɪŋ æt ˌju:nɪˈvɜ:sɪti fɔ: ə jɪər ænd ə hɑ:f],A2_L118_S13.mp3
14,Она здесь весь день,She's been here all day,[ʃi:z bi:n hɪər ɔ:l deɪ],A2_L118_S14.mp3
15,Как давно ты там учишься?,How long have you been studying there?,[haʊ lɒŋ hæv ju: bi:n ˈstʌdiɪŋ ðeə?],A2_L118_S15.mp3
16,Я делаю это упражнение более десяти минут,I have been doing this exercise for more than ten minutes,[aɪ hæv bi:n ˈdu:ɪŋ ðɪs ˈeksəsaɪz fɔ: mɔ: ðæn ten ˈmɪnɪts],A2_L118_S16.mp3
17,Я изучаю английский два года,I have been learning English for two years,[aɪ hæv bi:n ˈlɜ:nɪŋ ˈɪŋglɪʃ fɔ: tu: jɪəz],A2_L118_S17.mp3
18,Я думаю об этом весь день,I have been thinking about it all day,[aɪ hæv bi:n ˈθɪŋkɪŋ əˈbaʊt ɪt ɔ:l deɪ],A2_L118_S18.mp3
19,Она ждет нас пять минут,She has been waiting for us for five minutes,[ʃi: hæz bi:n ˈweɪtɪŋ fɔ: ʌs fɔ: faɪv ˈmɪnɪts],A2_L118_S19.mp3
20,Как давно ты изучаешь английский язык?,How long have you been learning English?,[haʊ lɒŋ hæv ju: bi:n ˈlɜ:nɪŋ ˈɪŋglɪʃ?],A2_L118_S20.mp3
21,В последнее время я очень интенсивно тренируюсь,I have been training very intensively lately,[aɪ hæv bi:n ˈtreɪnɪŋ ˈveri ɪnˈtensɪvli ˈleɪtli],A2_L118_S21.mp3
22,Как давно вы встречаетесь?,How long have you been dating?,[haʊ lɒŋ hæv ju: bi:n ˈdeɪtɪŋ?],A2_L118_S22.mp3
23,Он преподает английский около десяти лет,He's been teaching English for about ten years,[hi:z bi:n ˈti:ʧɪŋ ˈɪŋglɪʃ fɔ: əˈbaʊt ten jɪəz],A2_L118_S23.mp3
