sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Он сделал большую ошибку,He made a big mistake,[hi: meɪd ə bɪg mɪsˈteɪk],B1_L194_S2.mp3
3,Мне нужно совершить этот платеж сейчас,I need to make this payment now,[aɪ ni:d tu: meɪk ðɪs ˈpeɪmənt naʊ],B1_L194_S3.mp3
4,Ей нужно помыть посуду,She needs to do the dishes,[ʃi: ni:dz tu: du: ðə ˈdɪʃɪz],B1_L194_S4.mp3
5,Она делает много работы на выходных,She does lots of work at the weekends,[ʃi: dʌz lɒts ɒv wɜ:k æt ðə ˈwi:kˈendz],B1_L194_S5.mp3
6,Секретарь делает так много бумажной работы,The secretary does so much paperwork,[ðə ˈsekrətri dʌz səʊ mʌʧ ˈpeɪpəˌwɜ:k],B1_L194_S6.mp3
7,Он сделал такую большую ошибку,He made such a big mistake,[hi: meɪd sʌʧ ə bɪg mɪsˈteɪk],B1_L194_S7.mp3
8,Они делают такую вкусную еду в этом кафе,They make such delicious food in this café,[ðeɪ meɪk sʌʧ dɪˈlɪʃəs fu:d ɪn ðɪs café],B1_L194_S8.mp3
9,Это также сделано в Китае,It is also made in China,[ɪt ɪz ˈɔ:lsəʊ meɪd ɪn ˈʧaɪnə],B1_L194_S9.mp3
10,Они делают вкусную еду в этом ресторане,They make tasty food in this restaurant,[ðeɪ meɪk ˈteɪsti fu:d ɪn ðɪs ˈrestrɒnt],B1_L194_S10.mp3
11,Что было сделано вчера?,What was done yesterday?,[wɒt wɒz dʌn ˈjestədeɪ?],B1_L194_S11.mp3
12,Ты совершил этот платеж?,Did you make this payment?,[dɪd ju: meɪk ðɪs ˈpeɪmənt?],B1_L194_S12.mp3
13,Покупатель подал жалобу,The customer made a complaint,[ðə ˈkʌstəmə meɪd ə kəmˈpleɪnt],B1_L194_S13.mp3
14,Эта фабрика делает мебель,This factory makes furniture,[ðɪs ˈfæktəri meɪks ˈfɜ:nɪʧə],B1_L194_S14.mp3
15,Она делает торт,She is making a cake,[ʃi: ɪz ˈmeɪkɪŋ ə keɪk],B1_L194_S15.mp3
16,Это действительно злит его,It makes him really angry,[ɪt meɪks hɪm ˈrɪəli ˈæŋgri],B1_L194_S16.mp3
17,Это произвело на меня хорошее впечатление,It made a good impression on me,[ɪt meɪd ə gʊd ɪmˈpreʃən ɒn mi:],B1_L194_S17.mp3
18,Мне нужно сделать телефонный звонок,I need to make a phone call,[aɪ ni:d tu: meɪk ə fəʊn kɔ:l],B1_L194_S18.mp3
19,Эта вещь сделана в Китае?,Is this thing made in China?,[ɪz ðɪs θɪŋ meɪd ɪn ˈʧaɪnə?],B1_L194_S19.mp3
