sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Этот метод более эффективный, чем тот",This method is more effective than that one,[ðɪs ˈmeθəd ɪz mɔ: ɪˈfektɪv ðæn ðæt wʌn],A2_L137_S2.mp3
3,"Он так же богат, как и его брат",He’s as rich as his brother,[hi:z æz rɪʧ æz hɪz ˈbrʌðə],A2_L137_S3.mp3
4,Она одна из самых знаменитых женщин в мире,She's one of the most famous women in the world,[ʃi:z wʌn ɒv ðə məʊst ˈfeɪməs ˈwɪmɪn ɪn ðə wɜ:ld],A2_L137_S4.mp3
5,"Это одна из лучших книг, которую я когда-либо читал",It is one of the best books I have ever read,[ɪt ɪz wʌn ɒv ðə best bʊks aɪ hæv ˈevə ri:d],A2_L137_S5.mp3
6,"Чем больше практики, тем лучше","The more practice, the better","[ðə mɔ: ˈpræktɪs, ðə ˈbetə]",A2_L137_S6.mp3
7,"Моя сестра на три года младше, чем я",My sister is three years younger than me,[maɪ ˈsɪstər ɪz θri: jɪəz ˈjʌŋə ðæn mi:],A2_L137_S7.mp3
8,"Этот автомобиль не так хорош, как тот",This car isn't as good as that one,[ðɪs kɑ:r ˈɪznt æz gʊd æz ðæt wʌn],A2_L137_S8.mp3
9,Я жду последних новостей,I am waiting for the latest news,[aɪ æm ˈweɪtɪŋ fɔ: ðə ˈleɪtɪst nju:z],A2_L137_S9.mp3
10,Это его последний шанс,It's his last chance,[ɪts hɪz lɑ:st ʧɑ:ns],A2_L137_S10.mp3
11,Это одна из самых сложных вещей для понимания,It's one of the most difficult things for understanding,[ɪts wʌn ɒv ðə məʊst ˈdɪfɪkəlt θɪŋz fɔ: ˌʌndəˈstændɪŋ],A2_L137_S11.mp3
12,Этот учитель намного строже,This teacher is much stricter,[ðɪs ˈti:ʧər ɪz mʌʧ ˈstrɪktə],A2_L137_S12.mp3
13,Он один из самых богатых людей в мире,He's one of the richest people in the world,[hi:z wʌn ɒv ðə ˈrɪʧɪst ˈpi:pl ɪn ðə wɜ:ld],A2_L137_S13.mp3
14,Это одна из самых важных вещей,It is one of the most important things,[ɪt ɪz wʌn ɒv ðə məʊst ɪmˈpɔ:tənt θɪŋz],A2_L137_S14.mp3
15,Это мой лучший результат,It is my best result,[ɪt ɪz maɪ best rɪˈzʌlt],A2_L137_S15.mp3
16,Он старший брат,He is the eldest brother,[hi: ɪz ði ˈeldɪst ˈbrʌðə],A2_L137_S16.mp3
17,"Этот фильм гораздо интереснее, чем тот",This movie is much more interesting than that one,[ðɪs ˈmu:vi ɪz mʌʧ mɔ: ˈɪntrɪstɪŋ ðæn ðæt wʌn],A2_L137_S17.mp3
18,Это самая популярная песня в мире,It is the most popular song in the world,[ɪt ɪz ðə məʊst ˈpɒpjʊlə sɒŋ ɪn ðə wɜ:ld],A2_L137_S18.mp3
19,Это более дорогой отель,It is a more expensive hotel,[ɪt ɪz ə mɔ: ɪksˈpensɪv həʊˈtel],A2_L137_S19.mp3
20,Это один из крупнейших штатов в Америке,It is one of the biggest states in America,[ɪt ɪz wʌn ɒv ðə ˈbɪgɪst steɪts ɪn əˈmerɪkə],A2_L137_S20.mp3
21,Он один из лучших студентов в нашей группе,He is one of the best students in our group,[hi: ɪz wʌn ɒv ðə best ˈstju:dənts ɪn ˈaʊə gru:p],A2_L137_S21.mp3
22,"Английский намного проще ,чем китайский",English is much easier than Chinese,[ˈɪŋglɪʃ ɪz mʌʧ ˈi:zɪə ðæn ˌʧaɪˈni:z],A2_L137_S22.mp3
23,Это более хороший отель,It's a better hotel,[ɪts ə ˈbetə həʊˈtel],A2_L137_S23.mp3
24,Какая самая длинная река в мире?,What is the longest river in the world?,[wɒt ɪz ðə ˈlɒŋgɪst ˈrɪvər ɪn ðə wɜ:ld?],A2_L137_S24.mp3
25,Это длинная река,It's a long river,[ɪts ə lɒŋ ˈrɪvə],A2_L137_S25.mp3
26,Сегодня намного жарче,It's much hotter today,[ɪts mʌʧ ˈhɒtə təˈdeɪ],A2_L137_S26.mp3
27,Он более строгий учитель,He is a stricter teacher,[hi: ɪz ə ˈstrɪktə ˈti:ʧə],A2_L137_S27.mp3
28,Это более дешевая вещь,It is a cheaper thing,[ɪt ɪz ə ˈʧi:pə θɪŋ],A2_L137_S28.mp3
29,Она моя старшая сестра,She is my eldest sister,[ʃi: ɪz maɪ ˈeldɪst ˈsɪstə],A2_L137_S29.mp3
30,Это один из крупнейших городов Англии,It is one of the biggest cities in England,[ɪt ɪz wʌn ɒv ðə ˈbɪgɪst ˈsɪtiz ɪn ˈɪŋglənd],A2_L137_S30.mp3
31,Это гораздо лучший отель,It is a much better hotel,[ɪt ɪz ə mʌʧ ˈbetə həʊˈtel],A2_L137_S31.mp3
32,Это намного более дешевая вещь,It is a much cheaper thing,[ɪt ɪz ə mʌʧ ˈʧi:pə θɪŋ],A2_L137_S32.mp3
33,"Ее результат лучше, чем мой",Her result is better than mine,[hɜ: rɪˈzʌlt ɪz ˈbetə ðæn maɪn],A2_L137_S33.mp3
34,"Наш дом больше, чем тот дом",Our house is bigger than that house,[ˈaʊə haʊs ɪz ˈbɪgə ðæn ðæt haʊs],A2_L137_S34.mp3
35,"Сегодня холоднее, чем вчера",It is colder today than yesterday,[ɪt ɪz ˈkəʊldə təˈdeɪ ðæn ˈjestədeɪ],A2_L137_S35.mp3
36,Какая самая высокая гора в мире?,What is the highest mountain in the world?,[wɒt ɪz ðə ˈhaɪɪst ˈmaʊntɪn ɪn ðə wɜ:ld?],A2_L137_S36.mp3
37,Это одна из самых длинных рек в мире,It is one of the longest rivers in the world,[ɪt ɪz wʌn ɒv ðə ˈlɒŋgɪst ˈrɪvəz ɪn ðə wɜ:ld],A2_L137_S37.mp3
38,Она намного строже учитель,She is a much stricter teacher,[ʃi: ɪz ə mʌʧ ˈstrɪktə ˈti:ʧə],A2_L137_S38.mp3
39,Это худший сценарий,It is the worst scenario,[ɪt ɪz ðə wɜ:st sɪˈnɑ:rɪəʊ],A2_L137_S39.mp3
40,Это лучший результат,It is the best result,[ɪt ɪz ðə best rɪˈzʌlt],A2_L137_S40.mp3
41,Я жду дальнейших инструкций,I'm waiting for further instructions,[aɪm ˈweɪtɪŋ fɔ: ˈfɜ:ðər ɪnˈstrʌkʃənz],A2_L137_S41.mp3
42,Это более красивое место,It's a more beautiful place,[ɪts ə mɔ: ˈbju:təfəl pleɪs],A2_L137_S42.mp3
43,"Земля намного больше, чем луна",The Earth is much bigger than the moon,[ði ɜ:θ ɪz mʌʧ ˈbɪgə ðæn ðə mu:n],A2_L137_S43.mp3
