sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Мой друг поделился этой ссылкой со мной,My friend shared this link with me,[maɪ frend ʃeəd ðɪs lɪŋk wɪð mi:],A1_L87_S2.mp3
3,Она часто смотрела в зеркало,She often looked in the mirror,[ʃi: ˈɒfn lʊkt ɪn ðə ˈmɪrə],A1_L87_S3.mp3
4,Кто-то атаковал эту бедную женщину,Someone attacked this poor woman,[ˈsʌmwʌn əˈtækt ðɪs pʊə ˈwʊmən],A1_L87_S4.mp3
5,Они жили очень тихо и мирно,They lived very quietly and peacefully,[ðeɪ lɪvd ˈveri ˈkwaɪətli ænd ˈpi:sfəli],A1_L87_S5.mp3
6,Я внезапно заметил ее,I noticed her suddenly,[aɪ ˈnəʊtɪst hɜ: ˈsʌdnli],A1_L87_S6.mp3
7,Враг внезапно напал на них,The enemy attacked them suddenly,[ði ˈenɪmi əˈtækt ðem ˈsʌdnli],A1_L87_S7.mp3
8,Компания доставила все вовремя,The company delivered everything on time,[ðə ˈkʌmpəni dɪˈlɪvəd ˈevrɪθɪŋ ɒn taɪm],A1_L87_S8.mp3
9,Он ничего не обещал,He didn't promise anything,[hi: dɪdnt ˈprɒmɪs ˈenɪθɪŋ],A1_L87_S9.mp3
10,Это действительно удивило каждого,It really surprised everyone,[ɪt ˈrɪəli səˈpraɪzd ˈevrɪwʌn],A1_L87_S10.mp3
11,Моя жизнь полностью изменилась,My life changed completely,[maɪ laɪf ʧeɪnʤd kəmˈpli:tli],A1_L87_S11.mp3
12,Я включил несколько примеров в свое сочинение,I included some examples in my composition,[aɪ ɪnˈklu:dɪd sʌm ɪgˈzɑ:mplz ɪn maɪ ˌkɒmpəˈzɪʃən],A1_L87_S12.mp3
13,Я заметил что-то действительно странное,I noticed something really strange,[aɪ ˈnəʊtɪst ˈsʌmθɪŋ ˈrɪəli streɪnʤ],A1_L87_S13.mp3
14,Я выразил свои мысли в нашем разговоре,I expressed my thoughts in our conversation,[aɪ ɪksˈprest maɪ θɔ:ts ɪn ˈaʊə ˌkɒnvəˈseɪʃən],A1_L87_S14.mp3
15,Она поделилась со мной этим секретом,She shared this secret with me,[ʃi: ʃeəd ðɪs ˈsi:krɪt wɪð mi:],A1_L87_S15.mp3
16,Он поцеловал ее в щеку,He kissed her cheek,[hi: kɪst hɜ: ʧi:k],A1_L87_S16.mp3
17,Цена включала все,The price included everything,[ðə praɪs ɪnˈklu:dɪd ˈevrɪθɪŋ],A1_L87_S17.mp3
18,Я успешно сдал тот экзамен,I passed that exam successfully,[aɪ pɑ:st ðæt ɪgˈzæm səkˈsesfəli],A1_L87_S18.mp3
19,Он внезапно прикоснулся ко мне,He touched me suddenly,[hi: tʌʧt mi: ˈsʌdnli],A1_L87_S19.mp3
20,Они протестировали мой английский в начале,They tested my English in the beginning,[ðeɪ ˈtestɪd maɪ ˈɪŋglɪʃ ɪn ðə bɪˈgɪnɪŋ],A1_L87_S20.mp3
21,Она посмотрела на него и улыбнулась,She looked at him and smiled,[ʃi: lʊkt æt hɪm ænd smaɪld],A1_L87_S21.mp3
22,Они доставили посылку,They delivered the parcel,[ðeɪ dɪˈlɪvəd ðə ˈpɑ:sl],A1_L87_S22.mp3
23,Тур включал посещение того музея,The tour included a visit to that museum,[ðə tʊər ɪnˈklu:dɪd ə ˈvɪzɪt tu: ðæt mju:ˈzɪəm],A1_L87_S23.mp3
