sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Компания потеряла два миллиарда долларов в прошлом году,The company lost two billion dollars last year,[ðə ˈkʌmpəni lɒst tu: ˈbɪljən ˈdɒləz lɑ:st jɪə],B1_L159_S2.mp3
3,"Никто не слушал его, когда он пытался это объяснить",No one was listening to him when he was trying to explain it,[nəʊ wʌn wɒz ˈlɪsnɪŋ tu: hɪm wen hi: wɒz ˈtraɪɪŋ tu: ɪksˈpleɪn ɪt],B1_L159_S3.mp3
4,Я проверял свою электронную почту вчера в 2 часа дня,I was checking my e-mail yesterday at 2 o’clock in the afternoon,[aɪ wɒz ˈʧekɪŋ maɪ i:meɪl ˈjestədeɪ æt 2 əˈklɒk ɪn ði ˈɑ:ftəˈnu:n],B1_L159_S4.mp3
5,"Я писал письмо, когда зазвонил телефон",I was writing a letter when the phone rang,[aɪ wɒz ˈraɪtɪŋ ə ˈletə wen ðə fəʊn ræŋ],B1_L159_S5.mp3
6,Он работал весь день,He was working all day,[hi: wɒz ˈwɜ:kɪŋ ɔ:l deɪ],B1_L159_S6.mp3
7,Я был дома когда она пришла,I was at home when she came,[aɪ wɒz æt həʊm wen ʃi: keɪm],B1_L159_S7.mp3
8,Он увлекался игрой на гитаре,He was keen on playing the guitar,[hi: wɒz ki:n ɒn ˈpleɪɪŋ ðə gɪˈtɑ:],B1_L159_S8.mp3
9,Я любил изучать английский,I was fond of learning English,[aɪ wɒz fɒnd ɒv ˈlɜ:nɪŋ ˈɪŋglɪʃ],B1_L159_S9.mp3
10,"Я писал письмо, когда зазвонил телефон",I was writing a letter when the phone rang,[aɪ wɒz ˈraɪtɪŋ ə ˈletə wen ðə fəʊn ræŋ],B1_L159_S10.mp3
11,"Я увидел это, когда я открыл глаза",I saw it when I opened my eyes,[aɪ sɔ: ɪt wen aɪ ˈəʊpənd maɪ aɪz],B1_L159_S11.mp3
12,Почему ты был так заинтересован этим?,Why were you so interested in it?,[waɪ wɜ: ju: səʊ ˈɪntrɪstɪd ɪn ɪt?],B1_L159_S12.mp3
13,Он заработал миллиарды долларов,He earned billions of dollars,[hi: ɜ:nd ˈbɪljənz ɒv ˈdɒləz],B1_L159_S13.mp3
14,Компания потеряла два миллиарда долларов за неделю,The company lost two billion dollars in a week,[ðə ˈkʌmpəni lɒst tu: ˈbɪljən ˈdɒləz ɪn ə wi:k],B1_L159_S14.mp3
15,"Когда она пришла домой, мы ужинали","When she came home, we were having dinner","[wen ʃi: keɪm həʊm, wi: wɜ: ˈhævɪŋ ˈdɪnə]",B1_L159_S15.mp3
16,"Когда я открыл глаза, я наконец увидел это","When I opened my eyes, I saw it at last","[wen aɪ ˈəʊpənd maɪ aɪz, aɪ sɔ: ɪt æt lɑ:st]",B1_L159_S16.mp3
17,Температура была выше нуля весь день вчера,The temperature was above zero all day yesterday,[ðə ˈtemprɪʧə wɒz əˈbʌv ˈzɪərəʊ ɔ:l deɪ ˈjestədeɪ],B1_L159_S17.mp3
18,"Он жил в другом регионе, когда он был ребенком",He lived in another region when he was a child,[hi: lɪvd ɪn əˈnʌðə ˈri:ʤən wen hi: wɒz ə ʧaɪld],B1_L159_S18.mp3
19,"Я не читал книгу, когда она позвонила мне",I wasn't reading a book when she called me,[aɪ wɒznt ˈri:dɪŋ ə bʊk wen ʃi: kɔ:ld mi:],B1_L159_S19.mp3
20,"Когда я вернулся домой, я включил компьютер","When I came back home, I turned on the computer","[wen aɪ keɪm bæk həʊm, aɪ tɜ:nd ɒn ðə kəmˈpju:tə]",B1_L159_S20.mp3
21,"Я был на работе, когда я получил звонок от него",I was at work when I got a call from him,[aɪ wɒz æt wɜ:k wen aɪ gɒt ə kɔ:l frɒm hɪm],B1_L159_S21.mp3
22,Что удивило ее больше всего?,What surprised her most of all?,[wɒt səˈpraɪzd hɜ: məʊst ɒv ɔ:l?],B1_L159_S22.mp3
23,Что тебя действительно шокировало?,What really shocked you?,[wɒt ˈrɪəli ʃɒkt ju:?],B1_L159_S23.mp3
24,Ветер подул внезапно,The wind blew suddenly,[ðə wɪnd blu: ˈsʌdnli],B1_L159_S24.mp3
25,Снег шел весь день,It was snowing all day,[ɪt wɒz ˈsnəʊɪŋ ɔ:l deɪ],B1_L159_S25.mp3
26,"Я уже спал, когда кто-то постучал в дверь",I was sleeping when someone knocked at the door,[aɪ wɒz ˈsli:pɪŋ wen ˈsʌmwʌn nɒkt æt ðə dɔ:],B1_L159_S26.mp3
27,Весь день шел дождь,It was raining all day,[ɪt wɒz ˈreɪnɪŋ ɔ:l deɪ],B1_L159_S27.mp3
28,Мы ужинали вчера в 7 часов вечера,We were having dinner yesterday at 7 p.m.,[wi: wɜ: ˈhævɪŋ ˈdɪnə ˈjestədeɪ æt 7 pi:.em.],B1_L159_S28.mp3
29,Она купила очень просторную квартиру,She bought a very spacious flat,[ʃi: bɔ:t ə ˈveri ˈspeɪʃəs flæt],B1_L159_S29.mp3
30,"Я потерял свой бумажник, но потом нашел его",I lost my wallet but then I found it,[aɪ lɒst maɪ ˈwɒlɪt bʌt ðen aɪ faʊnd ɪt],B1_L159_S30.mp3
31,Он связался со мной позже,He contacted me later,[hi: ˈkɒntæktɪd mi: ˈleɪtə],B1_L159_S31.mp3
32,Он готовился к экзамену весь вечер,He was preparing for the exam all evening,[hi: wɒz prɪˈpeərɪŋ fɔ: ði ɪgˈzæm ɔ:l ˈi:vnɪŋ],B1_L159_S32.mp3
33,Температура была пять градусов выше нуля,The temperature was five degrees above zero,[ðə ˈtemprɪʧə wɒz faɪv dɪˈgri:z əˈbʌv ˈzɪərəʊ],B1_L159_S33.mp3
34,Что она делала вчера весь день?,What was she doing all day yesterday?,[wɒt wɒz ʃi: ˈdu:ɪŋ ɔ:l deɪ ˈjestədeɪ?],B1_L159_S34.mp3
35,Я решил связаться с менеджером,I decided to contact the manager,[aɪ dɪˈsaɪdɪd tu: ˈkɒntækt ðə ˈmænɪʤə],B1_L159_S35.mp3
36,"Он читал книгу, когда она вошла в комнату",He was reading a book when she entered the room,[hi: wɒz ˈri:dɪŋ ə bʊk wen ʃi: ˈentəd ðə ru:m],B1_L159_S36.mp3
37,"Когда мы встретились, мы пошли в то место","When we met, we went to that place","[wen wi: met, wi: went tu: ðæt pleɪs]",B1_L159_S37.mp3
38,Я все еще думал об этом,I was still thinking about it,[aɪ wɒz stɪl ˈθɪŋkɪŋ əˈbaʊt ɪt],B1_L159_S38.mp3
39,"Я потерял свои ключи, но потом я нашел их",I lost my keys but then I found them,[aɪ lɒst maɪ ki:z bʌt ðen aɪ faʊnd ðem],B1_L159_S39.mp3
40,"Он вел машину, когда ему позвонили",He was driving a car when somebody called him,[hi: wɒz ˈdraɪvɪŋ ə kɑ: wen ˈsʌmbədi kɔ:ld hɪm],B1_L159_S40.mp3
41,Солнце светило так ярко,The sun was shining so brightly,[ðə sʌn wɒz ˈʃaɪnɪŋ səʊ ˈbraɪtli],B1_L159_S41.mp3
42,Почему он был так заинтересован в этом?,Why was he so interested in it?,[waɪ wɒz hi: səʊ ˈɪntrɪstɪd ɪn ɪt?],B1_L159_S42.mp3
43,"Когда я встал, я сделал утреннюю зарядку","When I got up, I did morning exercises","[wen aɪ gɒt ʌp, aɪ dɪd ˈmɔ:nɪŋ ˈeksəsaɪzɪz]",B1_L159_S43.mp3
44,"Я ждал его, когда самолет приземлился",I was waiting for him when the plane landed,[aɪ wɒz ˈweɪtɪŋ fɔ: hɪm wen ðə pleɪn ˈlændɪd],B1_L159_S44.mp3
45,Весь день шел сильный снег,It was snowing heavily all day,[ɪt wɒz ˈsnəʊɪŋ ˈhevɪli ɔ:l deɪ],B1_L159_S45.mp3
46,Что ты делал в это время вчера?,What were you doing this time yesterday?,[wɒt wɜ: ju: ˈdu:ɪŋ ðɪs taɪm ˈjestədeɪ?],B1_L159_S46.mp3
47,"Когда учитель объяснял этот предмет, никто не понимал это","When the teacher was explaining this subject, no one understood it","[wen ðə ˈti:ʧə wɒz ɪksˈpleɪnɪŋ ðɪs ˈsʌbʤɪkt, nəʊ wʌn ˌʌndəˈstʊd ɪt]",B1_L159_S47.mp3
48,"О чем вы говорили, когда он увидел тебя?",What were you talking about when he saw you?,[wɒt wɜ: ju: ˈtɔ:kɪŋ əˈbaʊt wen hi: sɔ: ju:?],B1_L159_S48.mp3
49,"Когда она говорила это, ей никто не верил","When she was saying it, no one believed her","[wen ʃi: wɒz ˈseɪɪŋ ɪt, nəʊ wʌn bɪˈli:vd hɜ:]",B1_L159_S49.mp3
50,"Когда я встал вчера, шел дождь, и очень сильно дул ветер","When I got up yesterday, it was raining and the wind was blowing very strongly","[wen aɪ gɒt ʌp ˈjestədeɪ, ɪt wɒz ˈreɪnɪŋ ænd ðə wɪnd wɒz ˈbləʊɪŋ ˈveri ˈstrɒŋli]",B1_L159_S50.mp3
51,"Я делал свое домашнее задание, когда кто-то постучал в дверь",I was doing my homework when someone knocked at the door,[aɪ wɒz ˈdu:ɪŋ maɪ ˈhəʊmˌwɜ:k wen ˈsʌmwʌn nɒkt æt ðə dɔ:],B1_L159_S51.mp3
52,Он постоянно жаловался на что-то вовсе без всякой причины,He was constantly complaining about something for no reason at all,[hi: wɒz ˈkɒnstəntli kəmˈpleɪnɪŋ əˈbaʊt ˈsʌmθɪŋ fɔ: nəʊ ˈri:zn æt ɔ:l],B1_L159_S52.mp3
53,"Никто не слушал его, когда он пытался это объяснить",No one was listening to him when he was trying to explain it,[nəʊ wʌn wɒz ˈlɪsnɪŋ tu: hɪm wen hi: wɒz ˈtraɪɪŋ tu: ɪksˈpleɪn ɪt],B1_L159_S53.mp3
54,"Она делала свою домашнюю работу, когда он вошел в комнату",She was doing her homework when he entered the room,[ʃi: wɒz ˈdu:ɪŋ hɜ: ˈhəʊmˌwɜ:k wen hi: ˈentəd ðə ru:m],B1_L159_S54.mp3
55,"Мы гуляли в парке, когда начался дождь",We were walking in the park when it started raining,[wi: wɜ: ˈwɔ:kɪŋ ɪn ðə pɑ:k wen ɪt ˈstɑ:tɪd ˈreɪnɪŋ],B1_L159_S55.mp3
56,"Что ты любил делать, когда находился там?",What were you fond of doing when you were staying there?,[wɒt wɜ: ju: fɒnd ɒv ˈdu:ɪŋ wen ju: wɜ: ˈsteɪɪŋ ðeə?],B1_L159_S56.mp3
57,"Что ты делал, когда он тебе позвонил?",What were you doing when he called you?,[wɒt wɜ: ju: ˈdu:ɪŋ wen hi: kɔ:ld ju:?],B1_L159_S57.mp3
58,Это был один из самых бедных регионов,It was one of the poorest regions,[ɪt wɒz wʌn ɒv ðə ˈpʊərɪst ˈri:ʤənz],B1_L159_S58.mp3
59,Что ты делал вчера в 8 часов вечера?,What were you doing yesterday at 8 p.m.?,[wɒt wɜ: ju: ˈdu:ɪŋ ˈjestədeɪ æt 8 pi:.em.?],B1_L159_S59.mp3
60,"Однако, мне удалось купить эти билеты","However, I managed to buy these tickets","[haʊˈevə, aɪ ˈmænɪʤd tu: baɪ ði:z ˈtɪkɪts]",B1_L159_S60.mp3
61,"Никто не слушал ее, когда она объясняла это",No one was listening to her when she was explaining it,[nəʊ wʌn wɒz ˈlɪsnɪŋ tu: hɜ: wen ʃi: wɒz ɪksˈpleɪnɪŋ ɪt],B1_L159_S61.mp3
62,"Когда она рассказывала нам эту историю, мы ей не верили","When she was telling us this story, we didn't believe her","[wen ʃi: wɒz ˈtelɪŋ ʌs ðɪs ˈstɔ:ri, wi: dɪdnt bɪˈli:v hɜ:]",B1_L159_S62.mp3
63,"Они не верили ему, когда он рассказывал им эту историю","They didn't believe him, when he was telling them this story","[ðeɪ dɪdnt bɪˈli:v hɪm, wen hi: wɒz ˈtelɪŋ ðem ðɪs ˈstɔ:ri]",B1_L159_S63.mp3
64,"Когда она объясняла нам это правило, мы не слушали ее","When she was explaining this rule to us, we weren't listening to her","[wen ʃi: wɒz ɪksˈpleɪnɪŋ ðɪs ru:l tu: ʌs, wi: wɜ:nt ˈlɪsnɪŋ tu: hɜ:]",B1_L159_S64.mp3
65,Он всегда приходил поздно из-за этого,He was always coming late because of it,[hi: wɒz ˈɔ:lweɪz ˈkʌmɪŋ leɪt bɪˈkɒz ɒv ɪt],B1_L159_S65.mp3
66,Он всегда поздно туда приходит!,He is always coming late there!,[hi: ɪz ˈɔ:lweɪz ˈkʌmɪŋ leɪt ðeə!],B1_L159_S66.mp3
67,Он всегда приходил поздно из-за своей работы?,Did he always come late because of his work?,[dɪd hi: ˈɔ:lweɪz kʌm leɪt bɪˈkɒz ɒv hɪz wɜ:k?],B1_L159_S67.mp3
68,За что ты не заплатил?,What didn't you pay for?,[wɒt dɪdnt ju: peɪ fɔ:?],B1_L159_S68.mp3
69,Когда ты заплатил за эту вещь?,When did you pay for this thing?,[wen dɪd ju: peɪ fɔ: ðɪs θɪŋ?],B1_L159_S69.mp3
70,Когда ты заплатишь за это?,When will you pay for it?,[wen wɪl ju: peɪ fɔ: ɪt?],B1_L159_S70.mp3
71,Чего ты боялся?,What were you afraid of?,[wɒt wɜ: ju: əˈfreɪd ɒv?],B1_L159_S71.mp3
72,Ты боишься этого?,Are you afraid of it?,[ɑ: ju: əˈfreɪd ɒv ɪt?],B1_L159_S72.mp3
