sentence_id,prompt_ru,answer_en,transcription,audio_filename
1,Я часто жду его,I often wait for him,[aɪ ˈɒfn weɪt fɔ: hɪm],A0_L50_S1.mp3
2,Я посмотрю тот видео урок завтра,I'll watch that video lesson tomorrow,[aɪl wɒʧ ðæt ˈvɪdɪəʊ ˈlesn təˈmɒrəʊ],A0_L50_S2.mp3
3,Я предпочитаю тренироваться очень интенсивно,I prefer to train very intensively,[aɪ priˈfɜ: tu: treɪn ˈveri ɪnˈtensɪvli],A0_L50_S3.mp3
4,Они не объясняют этого,They don't explain it,[ðeɪ dəʊnt ɪksˈpleɪn ɪt],A0_L50_S4.mp3
5,Я покажу тебе эту вещь,I'll show you this thing,[aɪl ʃəʊ ju: ðɪs θɪŋ],A0_L50_S5.mp3
6,Ты будешь ждать этого?,Will you wait for it?,[wɪl ju: weɪt fɔ: ɪt?],A0_L50_S6.mp3
7,Я напишу ему письмо,I will write him a letter,[aɪ wɪl raɪt hɪm ə ˈletə],A0_L50_S7.mp3
8,Я могу пойти туда с тобой,I can go there with you,[aɪ kæn gəʊ ðeə wɪð ju:],A0_L50_S8.mp3
9,Я написал сообщение,I wrote a message,[aɪ rəʊt ə ˈmesɪʤ],A0_L50_S9.mp3
10,Следуй за мной!,Follow me!,[ˈfɒləʊ mi:!],A0_L50_S10.mp3
11,Два яблока упали с дерева,Two apples fell from a tree,[tu: ˈæplz fel frɒm ə tri:],A0_L50_S11.mp3
12,Она хочет танцевать сейчас,She wants to dance now,[ʃi: wɒnts tu: dɑ:ns naʊ],A0_L50_S12.mp3
13,Мне нужно тренироваться намного больше,I need to train much more,[aɪ ni:d tu: treɪn mʌʧ mɔ:],A0_L50_S13.mp3
14,Он построил дом,He built a house,[hi: bɪlt ə haʊs],A0_L50_S14.mp3
15,Это может упасть,It can fall,[ɪt kæn fɔ:l],A0_L50_S15.mp3
16,Я могу забыть это очень легко,I can forget it very easily,[aɪ kæn fəˈget ɪt ˈveri ˈi:zɪli],A0_L50_S16.mp3
17,Он часто улыбается,He often smiles,[hi: ˈɒfn smaɪlz],A0_L50_S17.mp3
18,Я могу все объяснить,I can explain everything,[aɪ kæn ɪksˈpleɪn ˈevrɪθɪŋ],A0_L50_S18.mp3
19,Он дал мне этот совет,He gave me this advice,[hi: geɪv mi: ðɪs ədˈvaɪs],A0_L50_S19.mp3
20,Я в основном использовал тот словарь,I mostly used that dictionary,[aɪ ˈməʊstli ju:zd ðæt ˈdɪkʃnri],A0_L50_S20.mp3
21,Как ты тренировался?,How did you train?,[haʊ dɪd ju: treɪn?],A0_L50_S21.mp3
22,Давай пойдем в другое место,Let's go to another place,[lets gəʊ tu: əˈnʌðə pleɪs],A0_L50_S22.mp3
23,Я хочу посмотреть этот фильм,I want to watch this movie,[aɪ wɒnt tu: wɒʧ ðɪs ˈmu:vi],A0_L50_S23.mp3
24,Она танцевала профессионально,She danced professionally,[ʃi: dɑ:nst prəˈfeʃnəli],A0_L50_S24.mp3
25,Она часто пользуется этим сервисом,She often uses this service,[ʃi: ˈɒfn ˈju:zɪz ðɪs ˈsɜ:vɪs],A0_L50_S25.mp3
26,Я смотрел это видео прошлой ночью,I watched this video last night,[aɪ wɒʧt ðɪs ˈvɪdɪəʊ lɑ:st naɪt],A0_L50_S26.mp3
27,Он пошел в цирк,He went to the circus,[hi: went tu: ðə ˈsɜ:kəs],A0_L50_S27.mp3
28,Ей нужно идти домой,She needs to go home,[ʃi: ni:dz tu: gəʊ həʊm],A0_L50_S28.mp3
29,Ты можешь улыбнуться,You can smile,[ju: kæn smaɪl],A0_L50_S29.mp3
30,Что ты выберешь?,What will you choose?,[wɒt wɪl ju: ʧu:z?],A0_L50_S30.mp3
31,Он в основном показывает хорошие результаты,He mostly shows good results,[hi: ˈməʊstli ʃəʊz gʊd rɪˈzʌlts],A0_L50_S31.mp3
32,Она всегда готовила очень вкусную еду,She always cooked very tasty food,[ʃi: ˈɔ:lweɪz kʊkt ˈveri ˈteɪsti fu:d],A0_L50_S32.mp3
33,Я часто пользуюсь этим словарем,I often use this dictionary,[aɪ ˈɒfn ju:z ðɪs ˈdɪkʃnri],A0_L50_S33.mp3
34,Она не хотела ждать этого,She didn't want to wait for it,[ʃi: dɪdnt wɒnt tu: weɪt fɔ: ɪt],A0_L50_S34.mp3
