sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"На мой взгляд, это одна из самых серьезных проблем в нашем обществе","To my mind, it's one of the most serious problems in our society","[tu: maɪ maɪnd, ɪts wʌn ɒv ðə məʊst ˈsɪərɪəs ˈprɒbləmz ɪn ˈaʊə səˈsaɪəti]",B2_L225_S2.mp3
3,"Честно говоря, я думаю иначе","Honestly, I think differently","[ˈɒnɪstli, aɪ θɪŋk ˈdɪfrəntli]",B2_L225_S3.mp3
4,Это что-то невообразимое!,It's something unimaginable!,[ɪts ˈsʌmθɪŋ ˌʌnɪˈmæʤɪnəbl!],B2_L225_S4.mp3
5,"С другой стороны, это не совсем то, чего я хочу","On the other hand, it isn't exactly what I want","[ɒn ði ˈʌðə hænd, ɪt ˈɪznt ɪgˈzæktli wɒt aɪ wɒnt]",B2_L225_S5.mp3
6,"Я хотел бы отметить, что это мое личное мнение",I'd like to point out that it's my personal opinion,[aɪd laɪk tu: pɔɪnt aʊt ðæt ɪts maɪ ˈpɜ:snl əˈpɪnjən],B2_L225_S6.mp3
7,"Что касается меня, я действительно обожаю это делать","As for me, I really enjoy doing it","[æz fɔ: mi:, aɪ ˈrɪəli ɪnˈʤɔɪ ˈdu:ɪŋ ɪt]",B2_L225_S7.mp3
8,"Я уверен, что это одна из самых важных вещей для нас сейчас",I'm sure that it is one of the most important things for us now,[aɪm ʃʊə ðæt ɪt ɪz wʌn ɒv ðə məʊst ɪmˈpɔ:tənt θɪŋz fɔ: ʌs naʊ],B2_L225_S8.mp3
9,Именно так я и думал,That's just what I was thinking,[ðæts ʤʌst wɒt aɪ wɒz ˈθɪŋkɪŋ],B2_L225_S9.mp3
10,"По моему мнению, это самое лучшее решение","In my opinion, it's the best decision","[ɪn maɪ əˈpɪnjən, ɪts ðə best dɪˈsɪʒən]",B2_L225_S10.mp3
11,"Как правило, я стараюсь все делать перед сном","As a rule, I try to do everything before going to bed","[æz ə ru:l, aɪ traɪ tu: du: ˈevrɪθɪŋ bɪˈfɔ: ˈgəʊɪŋ tu: bed]",B2_L225_S11.mp3
