sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Я изучаю английский около полугода,I have been learning English for about half a year,[aɪ hæv bi:n ˈlɜ:nɪŋ ˈɪŋglɪʃ fɔ: əˈbaʊt hɑ:f ə jɪə],B1_L161_S2.mp3
3,Как долго ты знаешь его?,How long have you known him?,[haʊ lɒŋ hæv ju: nəʊn hɪm?],B1_L161_S3.mp3
4,Они разговаривают по телефону почти два часа,They have been talking on the phone for almost two hours,[ðeɪ hæv bi:n ˈtɔ:kɪŋ ɒn ðə fəʊn fɔ: ˈɔ:lməʊst tu: ˈaʊəz],B1_L161_S4.mp3
5,Как долго ты изучаешь этот язык?,How long have you been learning this language?,[haʊ lɒŋ hæv ju: bi:n ˈlɜ:nɪŋ ðɪs ˈlæŋgwɪʤ?],B1_L161_S5.mp3
6,Я делаю это целый день,I have been doing it all day long,[aɪ hæv bi:n ˈdu:ɪŋ ɪt ɔ:l deɪ lɒŋ],B1_L161_S6.mp3
7,Я учу английский весь день,I have been learning English all day,[aɪ hæv bi:n ˈlɜ:nɪŋ ˈɪŋglɪʃ ɔ:l deɪ],B1_L161_S7.mp3
8,Они играли в футбол весь день вчера,They were playing football all day yesterday,[ðeɪ wɜ: ˈpleɪɪŋ ˈfʊtbɔ:l ɔ:l deɪ ˈjestədeɪ],B1_L161_S8.mp3
9,Я готовлюсь к этому тесту с понедельника,I have been preparing for this test since Monday,[aɪ hæv bi:n prɪˈpeərɪŋ fɔ: ðɪs test sɪns ˈmʌndeɪ],B1_L161_S9.mp3
10,Как долго ты работаешь в этом отделе?,How long have you been working in this department?,[haʊ lɒŋ hæv ju: bi:n ˈwɜ:kɪŋ ɪn ðɪs dɪˈpɑ:tmənt?],B1_L161_S10.mp3
11,Я живу здесь всю свою жизнь,I have been living here all my life,[aɪ hæv bi:n ˈlɪvɪŋ hɪər ɔ:l maɪ laɪf],B1_L161_S11.mp3
12,Она не видела его такое долгое время,She hasn't seen him for such a long time,[ʃi: ˈhæznt si:n hɪm fɔ: sʌʧ ə lɒŋ taɪm],B1_L161_S12.mp3
13,Как долго ты думаешь об этом?,How long have you been thinking about it?,[haʊ lɒŋ hæv ju: bi:n ˈθɪŋkɪŋ əˈbaʊt ɪt?],B1_L161_S13.mp3
14,Я работал весь день,I have been working all day,[aɪ hæv bi:n ˈwɜ:kɪŋ ɔ:l deɪ],B1_L161_S14.mp3
15,Как долго ты смотришь эту программу?,How long have you been watching this program?,[haʊ lɒŋ hæv ju: bi:n ˈwɒʧɪŋ ðɪs ˈprəʊgræm?],B1_L161_S15.mp3
16,Он так давно ее не видел,He hasn't seen her for so long,[hi: ˈhæznt si:n hɜ: fɔ: səʊ lɒŋ],B1_L161_S16.mp3
