sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Нет никаких сомнений в том, что спорт играет очень важную роль в нашей жизни",There is no doubt that sport plays a very important role in our life,[ðeər ɪz nəʊ daʊt ðæt spɔ:t pleɪz ə ˈveri ɪmˈpɔ:tənt rəʊl ɪn ˈaʊə laɪf],B2_L229_S2.mp3
3,"Я также должен сказать, что мы становимся более осведомленными, когда мы читаем такого рода книги",I also have to say that we get more knowledgeable when we read this kind of books,[aɪ ˈɔ:lsəʊ hæv tu: seɪ ðæt wi: get mɔ: ˈnɒlɪʤəbl wen wi: ri:d ðɪs kaɪnd ɒv bʊks],B2_L229_S3.mp3
4,"Я думаю, очень важно сделать карьеру",I think it's very important to make a career,[aɪ θɪŋk ɪts ˈveri ɪmˈpɔ:tənt tu: meɪk ə kəˈrɪə],B2_L229_S4.mp3
5,Он действительно обожает играть в футбол,He really enjoys playing football,[hi: ˈrɪəli ɪnˈʤɔɪz ˈpleɪɪŋ ˈfʊtbɔ:l],B2_L229_S5.mp3
6,"Действительно, очень легко это сказать","Really, it's very easy to say it","[ˈrɪəli, ɪts ˈveri ˈi:zi tu: seɪ ɪt]",B2_L229_S6.mp3
7,"Если ты хочешь услышать мое мнение, эта профессия довольно интересная","If you want to hear my opinion, this profession is quite interesting","[ɪf ju: wɒnt tu: hɪə maɪ əˈpɪnjən, ðɪs prəˈfeʃən ɪz kwaɪt ˈɪntrɪstɪŋ]",B2_L229_S7.mp3
8,"Я полагаю, все согласятся, что деньги дают нам свободу",I suppose everyone will agree that money gives us freedom,[aɪ səˈpəʊz ˈevrɪwʌn wɪl əˈgri: ðæt ˈmʌni gɪvz ʌs ˈfri:dəm],B2_L229_S8.mp3
9,"Дело в том, что это не так легко сделать",The thing is that it isn't so easy to do it,[ðə θɪŋ ɪz ðæt ɪt ˈɪznt səʊ ˈi:zi tu: du: ɪt],B2_L229_S9.mp3
10,"Как ты знаешь, ты можешь очень легко найти ответ онлайн почти на любой вопрос","As you know, you can find an answer to almost any question online very easily","[æz ju: nəʊ, ju: kæn faɪnd ən ˈɑ:nsə tu: ˈɔ:lməʊst ˈeni ˈkwesʧən ˈɒnˌlaɪn ˈveri ˈi:zɪli]",B2_L229_S10.mp3
11,"Что касается меня, у меня есть несколько хороших друзей","As for me, I have several good friends","[æz fɔ: mi:, aɪ hæv ˈsevrəl gʊd frendz]",B2_L229_S11.mp3
