sentence_id,prompt_ru,answer_en,transcription,audio_filename
1,Я прав?,Am I right?,[æm aɪ raɪt?],A0_L16_S1.mp3
2,Они с тобой?,Are they with you?,[ɑ: ðeɪ wɪð ju:?],A0_L16_S2.mp3
3,Это дешевле?,Is it cheaper?,[ɪz ɪt ˈʧi:pə?],A0_L16_S3.mp3
4,Они хорошие врачи?,Are they good doctors?,[ɑ: ðeɪ gʊd ˈdɒktəz?],A0_L16_S4.mp3
5,Это лучше?,Is it better?,[ɪz ɪt ˈbetə?],A0_L16_S5.mp3
6,Это лучшая идея?,Is it the best idea?,[ɪz ɪt ðə best aɪˈdɪə?],A0_L16_S6.mp3
7,Ты студент?,Are you a student?,[ɑ: ju: ə ˈstju:dənt?],A0_L16_S7.mp3
8,Они с тобой?,Are they with you?,[ɑ: ðeɪ wɪð ju:?],A0_L16_S8.mp3
9,Это дешевле?,Is it cheaper?,[ɪz ɪt ˈʧi:pə?],A0_L16_S9.mp3
10,Он директор?,Is he a director?,[ɪz hi: ə də ˈrektə?],A0_L16_S10.mp3
11,Он американец?,Is he American?,[ɪz hi: əˈmerɪkən?],A0_L16_S11.mp3
12,Я прав?,Am I right?,[æm aɪ raɪt?],A0_L16_S12.mp3
13,Она твоя помощница?,Is she your assistant?,[ɪz ʃi: jɔ: əˈsɪstənt?],A0_L16_S13.mp3
14,Ты занят сейчас?,Are you busy now?,[ɑ: ju: ˈbɪzi naʊ?],A0_L16_S14.mp3
15,Это дороже?,Is it more expensive?,[ɪz ɪt mɔ: ɪksˈpensɪv?],A0_L16_S15.mp3
16,Она американка?,Is she American?,[ɪz ʃi: əˈmerɪkən?],A0_L16_S16.mp3
17,Мы правы?,Are we right?,[ɑ: wi: raɪt?],A0_L16_S17.mp3
18,Ты готов сейчас?,Are you ready now?,[ɑ: ju: ˈredi naʊ?],A0_L16_S18.mp3
19,Это правильно?,Is it right?,[ɪz ɪt raɪt?],A0_L16_S19.mp3
20,Она твой секретарь?,Is she your secretary?,[ɪz ʃi: jɔ: ˈsekrətri?],A0_L16_S20.mp3
21,Он за границей?,Is he abroad?,[ɪz hi: əˈbrɔ:d?],A0_L16_S21.mp3
22,Она секретарь?,Is she a secretary?,[ɪz ʃi: ə ˈsekrətri?],A0_L16_S22.mp3
23,Это правильно?,Is it correct?,[ɪz ɪt kəˈrekt?],A0_L16_S23.mp3
24,Вы вместе сейчас?,Are you together now?,[ɑ: ju: təˈgeðə naʊ?],A0_L16_S24.mp3
25,Это трудно?,Is it difficult?,[ɪz ɪt ˈdɪfɪkəlt?],A0_L16_S25.mp3
26,Они твои друзья?,Are they your friends?,[ɑ: ðeɪ jɔ: frendz?],A0_L16_S26.mp3
27,Ты готов?,Are you ready?,[ɑ: ju: ˈredi?],A0_L16_S27.mp3
28,Он твой директор?,Is he your director?,[ɪz hi: jɔ: dəˈrektə?],A0_L16_S28.mp3
29,Это более эффективно?,Is it more effective?,[ɪz ɪt mɔ: ɪˈfektɪv?],A0_L16_S29.mp3
30,Ты дома?,Are you at home?,[ɑ: ju: æt həʊm?],A0_L16_S30.mp3
31,Она из Соединенных Штатов?,Is she from the United States?,[ɪz ʃi: frɒm ði: jʊˈnaɪtɪd steɪts?],A0_L16_S31.mp3
32,Вы уверены?,Are you sure?,[ɑ: ju: ʃʊə?],A0_L16_S32.mp3
33,Это важно?,Is it important?,[ɪz ɪt ɪmˈpɔ:tənt?],A0_L16_S33.mp3
34,Вы действительно счастливы вместе?,Are you really happy together?,[ɑ: ju: ˈrɪəli ˈhæpi təˈgeðə?],A0_L16_S34.mp3
35,Он твой коллега?,Is he your colleague?,[ɪz hi: jɔ: ˈkɒli:g?],A0_L16_S35.mp3
36,Он бизнесмен?,Is he a businessman?,[ɪz hi: ə ˈbɪznɪsmən?],A0_L16_S36.mp3
37,Это лучше сейчас?,Is it better now?,[ɪz ɪt ˈbetə naʊ?],A0_L16_S37.mp3
