sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Я чувствую настоящий прогресс после выполнения этих упражнений,I feel real progress after doing these exercises,[aɪ fi:l rɪəl ˈprəʊgrəs ˈɑ:ftə ˈdu:ɪŋ ði:z ˈeksəsaɪzɪz],B1_L186_S2.mp3
3,Он так устал от этого,He is so tired of it,[hi: ɪz səʊ ˈtaɪəd ɒv ɪt],B1_L186_S3.mp3
4,Он очень умный человек,He is a very intelligent person,[hi: ɪz ə ˈveri ɪnˈtelɪʤənt ˈpɜ:sn],B1_L186_S4.mp3
5,У него есть реальная возможность победить,He has a real possibility to win,[hi: hæz ə rɪəl ˌpɒsəˈbɪlɪti tu: wɪn],B1_L186_S5.mp3
6,Фильм действительно скучный,The movie is really dull,[ðə ˈmu:vi ɪz ˈrɪəli dʌl],B1_L186_S6.mp3
7,Это такая скучная книга,It is such a dull book,[ɪt ɪz sʌʧ ə dʌl bʊk],B1_L186_S7.mp3
8,Это такая вкусная еда,It is such tasty food,[ɪt ɪz sʌʧ ˈteɪsti fu:d],B1_L186_S8.mp3
9,Это была очень вкусная еда,It was a very tasty meal,[ɪt wɒz ə ˈveri ˈteɪsti mi:l],B1_L186_S9.mp3
10,Рад тебя видеть,Glad to see you,[glæd tu: si: ju:],B1_L186_S10.mp3
11,Погода сегодня действительно ужасная,The weather is really awful today,[ðə ˈweðər ɪz ˈrɪəli ˈɔ:fəl təˈdeɪ],B1_L186_S11.mp3
12,Это главная проблема,It is the main problem,[ɪt ɪz ðə meɪn ˈprɒbləm],B1_L186_S12.mp3
13,Сегодня дождливо,It is rainy today,[ɪt ɪz ˈreɪni təˈdeɪ],B1_L186_S13.mp3
14,Нож очень острый,The knife is very sharp,[ðə naɪf ɪz ˈveri ʃɑ:p],B1_L186_S14.mp3
15,Какое элегантное платье!,What an elegant dress!,[wɒt ən ˈelɪgənt dres!],B1_L186_S15.mp3
16,Он хранит свои деньги в секретном месте,He keeps his money in a secret place,[hi: ki:ps hɪz ˈmʌni ɪn ə ˈsi:krɪt pleɪs],B1_L186_S16.mp3
17,Она обычно носит очень элегантную одежду,She usually wears very elegant clothes,[ʃi: ˈju:ʒʊəli weəz ˈveri ˈelɪgənt kləʊðz],B1_L186_S17.mp3
18,Тебе нужно быть более реалистичными,You need to be more realistic,[ju: ni:d tu: bi: mɔ: rɪəˈlɪstɪk],B1_L186_S18.mp3
19,Ты такой щедрый,You are so generous,[ju: ɑ: səʊ ˈʤenərəs],B1_L186_S19.mp3
20,Какой ужасный запах!,What an awful smell!,[wɒt ən ˈɔ:fəl smel!],B1_L186_S20.mp3
21,Он очень опытный работник,He is a very skilful worker,[hi: ɪz ə ˈveri ˈskɪlfəl ˈwɜ:kə],B1_L186_S21.mp3
22,Завтра будет дождливо,It will be rainy tomorrow,[ɪt wɪl bi: ˈreɪni təˈmɒrəʊ],B1_L186_S22.mp3
23,Это правда!,That's true!,[ðæts tru:!],B1_L186_S23.mp3
