sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Этот файл был удален им,This file was deleted by him,[ðɪs faɪl wɒz dɪˈli:tɪd baɪ hɪm],B1_L164_S2.mp3
3,Меня любят,I am loved,[aɪ æm lʌvd],B1_L164_S3.mp3
4,Эти документы подписывают каждый день,These documents are signed every day,[ði:z ˈdɒkjʊmənts ɑ: saɪnd ˈevri deɪ],B1_L164_S4.mp3
5,Эту машину делают в Англии,This car is made in England,[ðɪs kɑ:r ɪz meɪd ɪn ˈɪŋglənd],B1_L164_S5.mp3
6,Деньги были украдены,The money was stolen,[ðə ˈmʌni wɒz ˈstəʊlən],B1_L164_S6.mp3
7,Преступники были арестованы,The criminals were arrested,[ðə ˈkrɪmɪnlz wɜ: əˈrestɪd],B1_L164_S7.mp3
8,Это будет сделано вовремя,It will be done on time,[ɪt wɪl bi: dʌn ɒn taɪm],B1_L164_S8.mp3
9,Эта проблема будет решена,This problem will be solved,[ðɪs ˈprɒbləm wɪl bi: sɒlvd],B1_L164_S9.mp3
10,Ее кошелек был найден,Her purse was found,[hɜ: pɜ:s wɒz faʊnd],B1_L164_S10.mp3
11,Новое исследование было проведено этими учеными,A new research was conducted by these scientists,[ə nju: rɪˈsɜ:ʧ wɒz kənˈdʌktɪd baɪ ði:z ˈsaɪəntɪsts],B1_L164_S11.mp3
12,"Говорят, что это может произойти рано или поздно",It is said that it can happen sooner or later,[ɪt ɪz sed ðæt ɪt kæn ˈhæpən ˈsu:nər ɔ: ˈleɪtə],B1_L164_S12.mp3
13,Где эти товары сделаны?,Where are these goods made?,[weər ɑ: ði:z gʊdz meɪd?],B1_L164_S13.mp3
14,Эта книга была прочитана мной,This book was read by me,[ðɪs bʊk wɒz ri:d baɪ mi:],B1_L164_S14.mp3
15,Его видели на вечеринке,He was seen at the party,[hi: wɒz si:n æt ðə ˈpɑ:ti],B1_L164_S15.mp3
16,"Считается, что такая возможность существует",It is believed that such a possibility exists,[ɪt ɪz bɪˈli:vd ðæt sʌʧ ə ˌpɒsəˈbɪlɪti ɪgˈzɪsts],B1_L164_S16.mp3
17,Эти работники были заменены,These workers were replaced,[ði:z ˈwɜ:kəz wɜ: rɪˈpleɪst],B1_L164_S17.mp3
18,Это будет показано по телевизору,It will be shown on TV,[ɪt wɪl bi: ʃəʊn ɒn ˌti:ˈvi:],B1_L164_S18.mp3
19,Ему было дано предупреждение,He was given a warning,[hi: wɒz ˈgɪvn ə ˈwɔ:nɪŋ],B1_L164_S19.mp3
20,Он был приглашен на вечеринку,He was invited to the party,[hi: wɒz ɪnˈvaɪtɪd tu: ðə ˈpɑ:ti],B1_L164_S20.mp3
21,Мне показали дорогу до ближайшего супермаркета,I was shown the way to the nearest supermarket,[aɪ wɒz ʃəʊn ðə weɪ tu: ðə ˈnɪərɪst ˈsju:pəˌmɑ:kɪt],B1_L164_S21.mp3
22,Это сказано везде,It is said everywhere,[ɪt ɪz sed ˈevrɪweə],B1_L164_S22.mp3
23,Все пассажиры были спасены,All the passengers were rescued,[ɔ:l ðə ˈpæsɪnʤəz wɜ: ˈreskju:d],B1_L164_S23.mp3
24,Где это сделано?,Where is it made?,[weər ɪz ɪt meɪd?],B1_L164_S24.mp3
25,Письмо было получено им,The letter was received by him,[ðə ˈletə wɒz rɪˈsi:vd baɪ hɪm],B1_L164_S25.mp3
26,Эта книга была написана очень известным писателем,This book was written by a very famous writer,[ðɪs bʊk wɒz ˈrɪtn baɪ ə ˈveri ˈfeɪməs ˈraɪtə],B1_L164_S26.mp3
27,Эти обвинения отвергаются,These accusations are denied,[ði:z ˌækju:ˈzeɪʃnz ɑ: dɪˈnaɪd],B1_L164_S27.mp3
28,Деньги были украдены,The money was stolen,[ðə ˈmʌni wɒz ˈstəʊlən],B1_L164_S28.mp3
29,Все участники были награждены,All the participants were awarded,[ɔ:l ðə pɑ:ˈtɪsɪpənts wɜ: əˈwɔ:dɪd],B1_L164_S29.mp3
30,Эта деталь была заменена,This detail was replaced,[ðɪs ˈdi:teɪl wɒz rɪˈpleɪst],B1_L164_S30.mp3
31,Компьютеры продаются в разных магазинах,Computers are sold in different stores,[kəmˈpju:təz ɑ: səʊld ɪn ˈdɪfrənt stɔ:z],B1_L164_S31.mp3
32,Письма были доставлены,The letters were delivered,[ðə ˈletəz wɜ: dɪˈlɪvəd],B1_L164_S32.mp3
33,Это сделано в Японии?,Is it made in Japan?,[ɪz ɪt meɪd ɪn ʤəˈpæn?],B1_L164_S33.mp3
34,Победители были награждены,The winners were awarded,[ðə ˈwɪnəz wɜ: əˈwɔ:dɪd],B1_L164_S34.mp3
35,Эта книга была дана ей,This book was given to her,[ðɪs bʊk wɒz ˈgɪvn tu: hɜ:],B1_L164_S35.mp3
36,Его часто хвалят за это,He is often praised for it,[hi: ɪz ˈɒfn preɪzd fɔ: ɪt],B1_L164_S36.mp3
37,Там видели двух мужчин,Two men were seen there,[tu: men wɜ: si:n ðeə],B1_L164_S37.mp3
38,Его бумажник был украден,His wallet was stolen,[hɪz ˈwɒlɪt wɒz ˈstəʊlən],B1_L164_S38.mp3
39,Дом был построен год назад,The house was built a year ago,[ðə haʊs wɒz bɪlt ə jɪər əˈgəʊ],B1_L164_S39.mp3
40,Первый ответ был выбран,The first answer was chosen,[ðə fɜ:st ˈɑ:nsə wɒz ˈʧəʊzn],B1_L164_S40.mp3
41,Это было упомянуто в новостях,It was mentioned in the news,[ɪt wɒz ˈmenʃənd ɪn ðə nju:z],B1_L164_S41.mp3
42,Это часто показывают по телевизору,It is often shown on TV,[ɪt ɪz ˈɒfn ʃəʊn ɒn ˌti:ˈvi:],B1_L164_S42.mp3
43,Эта ошибка была исправлена,This mistake was corrected,[ðɪs mɪsˈteɪk wɒz kəˈrektɪd],B1_L164_S43.mp3
44,Не все участники были награждены,Not all the participants were awarded,[nɒt ɔ:l ðə pɑ:ˈtɪsɪpənts wɜ: əˈwɔ:dɪd],B1_L164_S44.mp3
45,Ошибки были исправлены,The mistakes were corrected,[ðə mɪsˈteɪks wɜ: kəˈrektɪd],B1_L164_S45.mp3
46,Моя домашняя работа была сделана,My homework was done,[maɪ ˈhəʊmˌwɜ:k wɒz dʌn],B1_L164_S46.mp3
47,Ключи были найдены позже,The keys were found later,[ðə ki:z wɜ: faʊnd ˈleɪtə],B1_L164_S47.mp3
48,Где производятся эти товары?,Where are these goods produced?,[weər ɑ: ði:z gʊdz prəˈdju:st?],B1_L164_S48.mp3
49,Несколько новых экспериментов были проведены ими,Some new experiments were conducted by them,[sʌm nju: ɪksˈperɪmənts wɜ: kənˈdʌktɪd baɪ ðem],B1_L164_S49.mp3
50,Ни одна из этих ошибок не была исправлена,None of these mistakes were corrected,[nʌn ɒv ði:z mɪsˈteɪks wɜ: kəˈrektɪd],B1_L164_S50.mp3
