sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Она очень хороша в английском,She is very good at English,[ʃi: ɪz ˈveri gʊd æt ˈɪŋglɪʃ],B2_L208_S2.mp3
3,Я был удивлен его реакцией на эти слова,I was surprised by his reaction to these words,[aɪ wɒz səˈpraɪzd baɪ hɪz ri:ˈækʃən tu: ði:z wɜ:dz],B2_L208_S3.mp3
4,Он поглощен книгой,He is engrossed in the book,[hi: ɪz ɪnˈgrəʊst ɪn ðə bʊk],B2_L208_S4.mp3
5,Не было необходимости в таких радикальных изменениях,There was no need for such radical changes,[ðeə wɒz nəʊ ni:d fɔ: sʌʧ ˈrædɪkəl ˈʧeɪnʤɪz],B2_L208_S5.mp3
6,Ты выглядишь очень довольным своим результатом,You look very content with your result,[ju: lʊk ˈveri ˈkɒntent wɪð jɔ: rɪˈzʌlt],B2_L208_S6.mp3
7,Как тебе удалось войти в комнату?,How did you manage to enter the room?,[haʊ dɪd ju: ˈmænɪʤ tu: ˈentə ðə ru:m?],B2_L208_S7.mp3
8,Компания прекрасно осведомлена об этой проблеме,The company is perfectly aware of this problem,[ðə ˈkʌmpəni ɪz ˈpɜ:fɪktli əˈweər ɒv ðɪs ˈprɒbləm],B2_L208_S8.mp3
9,"Она потратила все свои деньги на одежду, которая ей действительно не нужна",She spent all her money on clothes which she doesn't really need,[ʃi: spent ɔ:l hɜ: ˈmʌni ɒn kləʊðz wɪʧ ʃi: dʌznt ˈrɪəli ni:d],B2_L208_S9.mp3
10,Наш директор настаивает на пунктуальности,Our director insists on punctuality,[ˈaʊə dɪˈrektər ɪnˈsɪsts ɒn ˌpʌŋktjʊˈælɪti],B2_L208_S10.mp3
11,Он часто хвастается своими достижениями,He often boasts about his achievements,[hi: ˈɒfn bəʊsts əˈbaʊt hɪz əˈʧi:vmənts],B2_L208_S11.mp3
12,Он полностью поглощен фильмом,He is totally absorbed in the movie,[hi: ɪz ˈtəʊtli əbˈsɔ:bd ɪn ðə ˈmu:vi],B2_L208_S12.mp3
13,Ему нужно прекратить кричать на детей,He needs to stop shouting at the children,[hi: ni:dz tu: stɒp ˈʃaʊtɪŋ æt ðə ˈʧɪldrən],B2_L208_S13.mp3
14,"Я склонен верить, что это имеет большое значение",I am inclined to believe that it is of great importance,[aɪ æm ɪnˈklaɪnd tu: bɪˈli:v ðæt ɪt ɪz ɒv greɪt ɪmˈpɔ:təns],B2_L208_S14.mp3
15,Эта программа совместима с твоим компьютером?,Is this program compatible with your computer?,[ɪz ðɪs ˈprəʊgræm kəmˈpætəbl wɪð jɔ: kəmˈpju:tə?],B2_L208_S15.mp3
16,Почему она кричит на него таким злым голосом?,Why is she shouting at him in such an angry voice?,[waɪ ɪz ʃi: ˈʃaʊtɪŋ æt hɪm ɪn sʌʧ ən ˈæŋgri vɔɪs?],B2_L208_S16.mp3
17,"Торт состоит из муки, сахара и яиц","The cake consists of flour, sugar and eggs","[ðə keɪk kənˈsɪsts ɒv ˈflaʊə, ˈʃʊgər ænd egz]",B2_L208_S17.mp3
18,Я был действительно поражен результатом,I was really astonished by the result,[aɪ wɒz ˈrɪəli əsˈtɒnɪʃt baɪ ðə rɪˈzʌlt],B2_L208_S18.mp3
19,Он не может перестать думать о ней,He can't stop thinking about her,[hi: kɑ:nt stɒp ˈθɪŋkɪŋ əˈbaʊt hɜ:],B2_L208_S19.mp3
20,Она очень привязана к своему питомцу,She is very tied to her pet,[ʃi: ɪz ˈveri taɪd tu: hɜ: pet],B2_L208_S20.mp3
21,Товар готов к отправке,The goods are ready for shipping,[ðə gʊdz ɑ: ˈredi fɔ: ˈʃɪpɪŋ],B2_L208_S21.mp3
22,Его отец очень строг с ними,His father is very strict with them,[hɪz ˈfɑ:ðər ɪz ˈveri strɪkt wɪð ðem],B2_L208_S22.mp3
23,Не кричи на нее!,Don't shout at her!,[dəʊnt ʃaʊt æt hɜ:!],B2_L208_S23.mp3
24,Она была слишком поглощена своей работой,She was too engrossed in her work,[ʃi: wɒz tu: ɪnˈgrəʊst ɪn hɜ: wɜ:k],B2_L208_S24.mp3
25,У него нет подписки на этот журнал,He doesn't have a subscription to this magazine,[hi: dʌznt hæv ə səbˈskrɪpʃən tu: ðɪs ˌmægəˈzi:n],B2_L208_S25.mp3
26,Она очень привязана к сообществу,She is very tied to the community,[ʃi: ɪz ˈveri taɪd tu: ðə kəˈmju:nɪti],B2_L208_S26.mp3
27,Мне нужно возобновить подписку на эту услугу,I need to renew my subscription to this service,[aɪ ni:d tu: rɪˈnju: maɪ səbˈskrɪpʃən tu: ðɪs ˈsɜ:vɪs],B2_L208_S27.mp3
28,Это противоречит этим правилам?,Is it contrary to these rules?,[ɪz ɪt ˈkɒntrəri tu: ði:z ru:lz?],B2_L208_S28.mp3
29,Он очень привязан к своей семье,He is very tied to his family,[hi: ɪz ˈveri taɪd tu: hɪz ˈfæmɪli],B2_L208_S29.mp3
30,Его коллеги завидуют его успеху,His colleagues are envious of his success,[hɪz ˈkɒli:gz ɑ: ˈenvɪəs ɒv hɪz səkˈses],B2_L208_S30.mp3
31,Это противоречит моим принципам и убеждениям,It is contrary to my principles and beliefs,[ɪt ɪz ˈkɒntrəri tu: maɪ ˈprɪnsəplz ænd bɪˈli:fs],B2_L208_S31.mp3
32,Она вышла замуж за друга своего брата,She got married to her brother's friend,[ʃi: gɒt ˈmærɪd tu: hɜ: ˈbrʌðəz frend],B2_L208_S32.mp3
33,"Я склонен верить, что вещи не работают таким образом",I am inclined to believe that things don't work this way,[aɪ æm ɪnˈklaɪnd tu: bɪˈli:v ðæt θɪŋz dəʊnt wɜ:k ðɪs weɪ],B2_L208_S33.mp3
34,На конференцию зарегистрировались более двухсот человек,Over two hundred people registered for the conference,[ˈəʊvə tu: ˈhʌndrəd ˈpi:pl ˈreʤɪstəd fɔ: ðə ˈkɒnfərəns],B2_L208_S34.mp3
35,"Она думает о том, чтобы подать заявку на работу",She is thinking about applying for a job,[ʃi: ɪz ˈθɪŋkɪŋ əˈbaʊt əˈplaɪɪŋ fɔ: ə ʤɒb],B2_L208_S35.mp3
36,Я был очень удивлен этой новостью,I was really astonished at the news,[aɪ wɒz ˈrɪəli əsˈtɒnɪʃt æt ðə nju:z],B2_L208_S36.mp3
37,Ты уже зарегистрировался на курс?,Have you already registered for the course?,[hæv ju: ɔ:lˈredi ˈreʤɪstəd fɔ: ðə kɔ:s?],B2_L208_S37.mp3
38,Эти программы несовместимы друг с другом,These programs aren't compatible with each other,[ði:z ˈprəʊgræmz ɑ:nt kəmˈpætəbl wɪð i:ʧ ˈʌðə],B2_L208_S38.mp3
39,Он очень поглощен разговором,He is very engrossed in conversation,[hi: ɪz ˈveri ɪnˈgrəʊst ɪn ˌkɒnvəˈseɪʃən],B2_L208_S39.mp3
40,Он так строг со своими детьми,He is so strict with his children,[hi: ɪz səʊ strɪkt wɪð hɪz ˈʧɪldrən],B2_L208_S40.mp3
41,Я был доволен своим прогрессом,I was content with my progress,[aɪ wɒz ˈkɒntent wɪð maɪ ˈprəʊgrəs],B2_L208_S41.mp3
42,Я собираюсь записаться на курс,I am going to register for the course,[aɪ æm ˈgəʊɪŋ tu: ˈreʤɪstə fɔ: ðə kɔ:s],B2_L208_S42.mp3
43,Его подруга полностью подсела на мыльные оперы,His girlfriend is completely hooked on soap operas,[hɪz ˈgɜ:lˌfrend ɪz kəmˈpli:tli hʊkt ɒn səʊp ˈɒpərəz],B2_L208_S43.mp3
44,"Он жалуется на свою зарплату, потому что ему часто недоплачивают",He complains about his salary because he is often underpaid,[hi: kəmˈpleɪnz əˈbaʊt hɪz ˈsæləri bɪˈkɒz hi: ɪz ˈɒfn ˌʌndəˈpeɪd],B2_L208_S44.mp3
