sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Та игра кажется такой интересной,That game seems so interesting,[ðæt geɪm si:mz səʊ ˈɪntrɪstɪŋ],A1_L55_S2.mp3
3,Эти мужчины выглядят очень слабыми,These men look very weak,[ði:z men lʊk ˈveri wi:k],A1_L55_S3.mp3
4,Эти идеи выглядят так интересно,These ideas look so interesting,[ði:z aɪˈdɪəz lʊk səʊ ˈɪntrɪstɪŋ],A1_L55_S4.mp3
5,Твой результат выглядит очень хорошо,Your result looks very good,[jɔ: rɪˈzʌlt lʊks ˈveri gʊd],A1_L55_S5.mp3
6,У его брата есть девушка,His brother has a girlfriend,[hɪz ˈbrʌðə hæz ə ˈgɜ:lˌfrend],A1_L55_S6.mp3
7,Эта вещь сильно мотивирует меня,This thing motivates me greatly,[ðɪs θɪŋ ˈməʊtɪveɪts mi: ˈgreɪtli],A1_L55_S7.mp3
8,Моим родителям действительно нравится эта идея,My parents really like this idea,[maɪ ˈpeərənts ˈrɪəli laɪk ðɪs aɪˈdɪə],A1_L55_S8.mp3
9,Этот билет стоит больше,This ticket costs more,[ðɪs ˈtɪkɪt kɒsts mɔ:],A1_L55_S9.mp3
10,Этот студент учится лучше,This student studies better,[ðɪs ˈstju:dənt ˈstʌdiz ˈbetə],A1_L55_S10.mp3
11,Моему брату нравится эта музыка тоже,"My brother likes this music, too","[maɪ ˈbrʌðə laɪks ðɪs ˈmju:zɪk, tu:]",A1_L55_S11.mp3
12,Те билеты стоят меньше,Those tickets cost less,[ðəʊz ˈtɪkɪts kɒst les],A1_L55_S12.mp3
13,Моя сестра работает ветеринаром,My sister works as a vet,[maɪ ˈsɪstə wɜ:ks æz ə vet],A1_L55_S13.mp3
14,Наш учитель часто говорит это,Our teacher often says it,[ˈaʊə ˈti:ʧər ˈɒfn sez ɪt],A1_L55_S14.mp3
15,У его сестры есть парень,His sister has a boyfriend,[hɪz ˈsɪstə hæz ə ˈbɔɪˌfrend],A1_L55_S15.mp3
16,Мои друзья согласны со мной,My friends agree with me,[maɪ frendz əˈgri: wɪð mi:],A1_L55_S16.mp3
17,Эта идея кажется очень интересной,This idea seems very interesting,[ðɪs aɪˈdɪə si:mz ˈveri ˈɪntrɪstɪŋ],A1_L55_S17.mp3
18,Этот год кажется нам очень сложным,This year seems very difficult for us,[ðɪs jɪə si:mz ˈveri ˈdɪfɪkəlt fɔ: ʌs],A1_L55_S18.mp3
19,У нашего учителя много студентов,Our teacher has many students,[ˈaʊə ˈti:ʧə hæz ˈmeni ˈstju:dənts],A1_L55_S19.mp3
20,Тот студент показывает лучше результаты,That student shows better results,[ðæt ˈstju:dənt ʃəʊz ˈbetə rɪˈzʌlts],A1_L55_S20.mp3
21,Эти вещи так сильно мотивируют меня,These things motivate me so much,[ði:z θɪŋz ˈməʊtɪveɪt mi: səʊ mʌʧ],A1_L55_S21.mp3
22,У этого мальчика очень богатые родители,This boy has very rich parents,[ðɪs bɔɪ hæz ˈveri rɪʧ ˈpeərənts],A1_L55_S22.mp3
23,Моя мама работает врачом,My mother works as a doctor,[maɪ ˈmʌðə wɜ:ks æz ə ˈdɒktə],A1_L55_S23.mp3
24,Эти вещи кажутся действительно важными,These things seem really important,[ði:z θɪŋz si:m ˈrɪəli ɪmˈpɔ:tənt],A1_L55_S24.mp3
25,Моей сестре тоже нравится эта песня,My sister also likes this song,[maɪ ˈsɪstər ˈɔ:lsəʊ laɪks ðɪs sɒŋ],A1_L55_S25.mp3
26,Эта работа кажется такой сложной,This work seems so difficult,[ðɪs wɜ:k si:mz səʊ ˈdɪfɪkəlt],A1_L55_S26.mp3
27,Эта женщина выглядит такой красивой,This woman looks so beautiful,[ðɪs ˈwʊmən lʊks səʊ ˈbju:təfəl],A1_L55_S27.mp3
28,Мой брат работает фрилансером,My brother works as a freelancer,[maɪ ˈbrʌðə wɜ:ks æz ə ˈfri:ˌlɑ:nsə],A1_L55_S28.mp3
29,У этого мальчика много вопросов,This boy has many questions,[ðɪs bɔɪ hæz ˈmeni ˈkwesʧənz],A1_L55_S29.mp3
30,Мои друзья часто говорят мне эти вещи,My friends often tell me these things,[maɪ frendz ˈɒfn tel mi: ði:z θɪŋz],A1_L55_S30.mp3
31,Эта игра кажется такой скучной,This game seems so boring,[ðɪs geɪm si:mz səʊ ˈbɔ:rɪŋ],A1_L55_S31.mp3
32,Этот курс действительно помогает мне,This course really helps me,[ðɪs kɔ:s ˈrɪəli helps mi:],A1_L55_S32.mp3
33,Эти женщины выглядят так красиво,These women look so beautiful,[ði:z ˈwɪmɪn lʊk səʊ ˈbju:təfəl],A1_L55_S33.mp3
34,Наша жизнь кажется очень короткой,Our life seems very short,[ˈaʊə laɪf si:mz ˈveri ʃɔ:t],A1_L55_S34.mp3
35,Этот парень работает с ними,This guy works with them,[ðɪs gaɪ wɜ:ks wɪð ðem],A1_L55_S35.mp3
36,Тот путь кажется короче,That way seems shorter,[ðæt weɪ si:mz ˈʃɔ:tə],A1_L55_S36.mp3
