sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Они были великими людьми,They were great people,[ðeɪ wɜ: greɪt ˈpi:pl],A1_L81_S2.mp3
3,Еда была очень вкусной,The food was very tasty,[ðə fu:d wɒz ˈveri ˈteɪsti],A1_L81_S3.mp3
4,Многие люди были очень голодные,Many people were very hungry,[ˈmeni ˈpi:pl wɜ: ˈveri ˈhʌŋgri],A1_L81_S4.mp3
5,Я играл в футбол,I played [d] football,[aɪ pleɪd ˈfʊtbɔ:l],A1_L81_S5.mp3
6,Он пошел домой,He went home,[hi: went həʊm],A1_L81_S6.mp3
7,Он жил в этом старом доме,He lived [d] in this old house,[hi: lɪvd ɪn ðɪs əʊld haʊs],A1_L81_S7.mp3
8,Те меры привели к новым конфликтам,Those measures led to new conflicts,[ðəʊz ˈmeʒəz led tu: nju: ˈkɒnflɪkts],A1_L81_S8.mp3
9,Это привело к новым протестам,It led to new protests,[ɪt led tu: nju: ˈprəʊtests],A1_L81_S9.mp3
10,Это было очевидно для меня,It was obvious to me,[ɪt wɒz ˈɒbvɪəs tu: mi:],A1_L81_S10.mp3
11,Они были действительно шокированы,They were really shocked,[ðeɪ wɜ: ˈrɪəli ʃɒkt],A1_L81_S11.mp3
12,У меня был небольшой перерыв между уроками,I had a short break between the lessons,[aɪ hæd ə ʃɔ:t breɪk bɪˈtwi:n ðə ˈlesnz],A1_L81_S12.mp3
13,Это была очень популярная песня несколько лет назад,It was a very popular song several years ago,[ɪt wɒz ə ˈveri ˈpɒpjʊlə sɒŋ ˈsevrəl jɪəz əˈgəʊ],A1_L81_S13.mp3
14,Тренировки были очень интенсивными,The trainings were very intensive,[ðə ˈtreɪnɪŋz wɜ: ˈveri ɪnˈtensɪv],A1_L81_S14.mp3
15,Та работа требовала большего опыта работы,That job required more work experience,[ðæt ʤɒb rɪˈkwaɪəd mɔ: wɜ:k ɪksˈpɪərɪəns],A1_L81_S15.mp3
16,Тяжелая работа привела его к успеху,Hard work led him to success,[hɑ:d wɜ:k led hɪm tu: səkˈses],A1_L81_S16.mp3
17,Это было очень мудрое решение,It was a very wise decision,[ɪt wɒz ə ˈveri waɪz dɪˈsɪʒən],A1_L81_S17.mp3
18,Она действительно боялась этого,She was really afraid of it,[ʃi: wɒz ˈrɪəli əˈfreɪd ɒv ɪt],A1_L81_S18.mp3
19,Я отдыхал вечером,I had a rest in the evening,[aɪ hæd ə rest ɪn ði ˈi:vnɪŋ],A1_L81_S19.mp3
20,Еда была очень вкусной,The food [d] was very tasty,[ðə fu:d wɒz ˈveri ˈteɪsti],A1_L81_S20.mp3
21,Я написал короткое эссе,I wrote a short essay,[aɪ rəʊt ə ʃɔ:t ˈeseɪ],A1_L81_S21.mp3
22,Он написал сочинение,He wrote a composition,[hi: rəʊt ə ˌkɒmpəˈzɪʃən],A1_L81_S22.mp3
23,Тренировка была очень интенсивной,The training was very intensive,[ðə ˈtreɪnɪŋ wɒz ˈveri ɪnˈtensɪv],A1_L81_S23.mp3
24,Это была долгая история,It was a long story,[ɪt wɒz ə lɒŋ ˈstɔ:ri],A1_L81_S24.mp3
