sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Мой брат не помог мне,My brother didn’t help me,[maɪ ˈbrʌðə dɪdnt help mi:],A1_L82_S2.mp3
3,Я не был дома вчера,I wasn't at home yesterday,[aɪ wɒznt æt həʊm ˈjestədeɪ],A1_L82_S3.mp3
4,Они не были со мной в тот момент,They weren’t with me at that moment,[ðeɪ wɜ:nt wɪð mi: æt ðæt ˈməʊmənt],A1_L82_S4.mp3
5,Этих денег было недостаточно,This money wasn't enough,[ðɪs ˈmʌni wɒznt ɪˈnʌf],A1_L82_S5.mp3
6,Мальчики не были уставшими,The boys weren't tired,[ðə bɔɪz wɜ:nt ˈtaɪəd],A1_L82_S6.mp3
7,Посылка не была тяжелой,The parcel wasn't heavy,[ðə ˈpɑ:sl wɒznt ˈhevi],A1_L82_S7.mp3
8,Она не могла ответить на мой звонок,She couldn't answer my call,[ʃi: ˈkʊdnt ˈɑ:nsə maɪ kɔ:l],A1_L82_S8.mp3
9,Он не окончил университет,He didn't graduate from university,[hi: dɪdnt ˈgrædjʊət frɒm ˌju:nɪˈvɜ:sɪti],A1_L82_S9.mp3
10,Я не был на работе вчера,I wasn't at work yesterday,[aɪ wɒznt æt wɜ:k ˈjestədeɪ],A1_L82_S10.mp3
11,Квартира была недостаточно светлой,The apartment wasn't light enough,[ði əˈpɑ:tmənt wɒznt laɪt ɪˈnʌf],A1_L82_S11.mp3
12,Этих денег было недостаточно,This money wasn't enough,[ðɪs ˈmʌni wɒznt ɪˈnʌf],A1_L82_S12.mp3
13,Она не хотела стать учителем,She didn't want to become a teacher,[ʃi: dɪdnt wɒnt tu: bɪˈkʌm ə ˈti:ʧə],A1_L82_S13.mp3
14,Мы не тратили впустую время,We didn't waste time,[wi: dɪdnt weɪst taɪm],A1_L82_S14.mp3
15,Они не пошли на пляж,They didn't go to the beach,[ðeɪ dɪdnt gəʊ tu: ðə bi:ʧ],A1_L82_S15.mp3
