sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,Он перепрыгнул через камень,He jumped over the stone,[hi: ʤʌmpt ˈəʊvə ðə stəʊn],A1_L88_S2.mp3
3,Ты последовал этому совету?,Did you follow this advice?,[dɪd ju: ˈfɒləʊ ðɪs ədˈvaɪs?],A1_L88_S3.mp3
4,Они владели этим домом?,Did they own this house?,[dɪd ðeɪ əʊn ðɪs haʊs?],A1_L88_S4.mp3
5,Я следовал тем инструкциям,I followed those instructions,[aɪ ˈfɒləʊd ðəʊz ɪnˈstrʌkʃənz],A1_L88_S5.mp3
6,Покупатель пожаловался на сервис,The customer complained about the service,[ðə ˈkʌstəmə kəmˈpleɪnd əˈbaʊt ðə ˈsɜ:vɪs],A1_L88_S6.mp3
7,Я повторил вопрос еще раз,I repeated the question one more time,[aɪ rɪˈpi:tɪd ðə ˈkwesʧən wʌn mɔ: taɪm],A1_L88_S7.mp3
8,Она прибыла в Лондон в полдень,She arrived in London at midday,[ʃi: əˈraɪvd ɪn ˈlʌndən æt ˈmɪddeɪ],A1_L88_S8.mp3
9,Они записали его речь,They recorded his speech,[ðeɪ rɪˈkɔ:dɪd hɪz spi:ʧ],A1_L88_S9.mp3
10,Она слишком сильно волновалась об этом,She worried too much about it,[ʃi: ˈwʌrid tu: mʌʧ əˈbaʊt ɪt],A1_L88_S10.mp3
11,Мне нужно было идти в банк,I needed to go to the bank,[aɪ ˈni:dɪd tu: gəʊ tu: ðə bæŋk],A1_L88_S11.mp3
12,Они перепрыгнули через забор,They jumped over the fence,[ðeɪ ʤʌmpt ˈəʊvə ðə fens],A1_L88_S12.mp3
13,"Он прибыл позже, чем обычно",He arrived later than usual,[hi: əˈraɪvd ˈleɪtə ðæn ˈju:ʒʊəl],A1_L88_S13.mp3
14,Мне действительно нужна была твоя помощь,I really needed your help,[aɪ ˈrɪəli ˈni:dɪd jɔ: help],A1_L88_S14.mp3
15,Это действительно пугало ее,It really frightened her,[ɪt ˈrɪəli ˈfraɪtnd hɜ:],A1_L88_S15.mp3
16,Мы надеялись выиграть,We hoped to win,[wi: həʊpt tu: wɪn],A1_L88_S16.mp3
17,Я много путешествовал,I travelled a lot,[aɪ ˈtrævld ə lɒt],A1_L88_S17.mp3
18,Я нес ее сумку,I carried her bag,[aɪ ˈkærid hɜ: bæg],A1_L88_S18.mp3
19,Они открыли ворота,They opened the gate,[ðeɪ ˈəʊpənd ðə geɪt],A1_L88_S19.mp3
20,Он часто носил тяжелые вещи,He often carried heavy things,[hi: ˈɒfn ˈkærid ˈhevi θɪŋz],A1_L88_S20.mp3
21,Она прыгнула очень высоко,She jumped very high,[ʃi: ʤʌmpt ˈveri haɪ],A1_L88_S21.mp3
22,Этот дом принадлежал им?,Did this house belong to them?,[dɪd ðɪs haʊs bɪˈlɒŋ tu: ðem?],A1_L88_S22.mp3
23,Проблема не исчезла,The problem didn't disappear,[ðə ˈprɒbləm dɪdnt ˌdɪsəˈpɪə],A1_L88_S23.mp3
24,Он владел этой квартирой,He owned this apartment,[hi: əʊnd ðɪs əˈpɑ:tmənt],A1_L88_S24.mp3
25,Мы играли в другую игру,We played another game,[wi: pleɪd əˈnʌðə geɪm],A1_L88_S25.mp3
26,Он прибыл в Нью-Йорк в полдень,He arrived in New York at noon,[hi: əˈraɪvd ɪn nju: jɔ:k æt nu:n],A1_L88_S26.mp3
27,Он часто тренировался в спортивном зале,He often trained in the gym,[hi: ˈɒfn treɪnd ɪn ðə ʤɪm],A1_L88_S27.mp3
28,Он действительно беспокоился о своем будущем,He really worried about his future,[hi: ˈrɪəli ˈwʌrid əˈbaʊt hɪz ˈfju:ʧə],A1_L88_S28.mp3
29,Мы путешествовали там каждое лето,We travelled there every summer,[wi: ˈtrævld ðeər ˈevri ˈsʌmə],A1_L88_S29.mp3
30,Он перепрыгнул через реку,He jumped over the river,[hi: ʤʌmpt ˈəʊvə ðə ˈrɪvə],A1_L88_S30.mp3
31,Нам действительно нравится путешествовать вместе,We really liked travelling together,[wi: ˈrɪəli laɪk ˈtrævlɪŋ təˈgeðə],A1_L88_S31.mp3
32,Мне просто нужна была некоторая информация,I just needed some information,[aɪ ʤʌst ˈni:dɪd sʌm ˌɪnfəˈmeɪʃən],A1_L88_S32.mp3
33,Преступники внезапно исчезли,The criminals disappeared suddenly,[ðə ˈkrɪmɪnlz ˌdɪsəˈpɪəd ˈsʌdnli],A1_L88_S33.mp3
34,Я звонил своему брату вчера,I called my brother yesterday,[aɪ kɔ:ld maɪ ˈbrʌðə ˈjestədeɪ],A1_L88_S34.mp3
35,Я повторил фразу несколько раз,I repeated the phrase several times,[aɪ rɪˈpi:tɪd ðə freɪz ˈsevrəl taɪmz],A1_L88_S35.mp3
36,Двери открылись автоматически,The doors opened automatically,[ðə dɔ:z ˈəʊpənd ˌɔ:təˈmætɪkəli],A1_L88_S36.mp3
37,Они записали тот разговор,They recorded that conversation,[ðeɪ rɪˈkɔ:dɪd ðæt ˌkɒnvəˈseɪʃən],A1_L88_S37.mp3
38,Я достиг следующего уровня очень легко,I reached the next level very easily,[aɪ ri:ʧt ðə nekst ˈlevl ˈveri ˈi:zɪli],A1_L88_S38.mp3
39,Он играл в шахматы со своим братом,He played chess with his brother,[hi: pleɪd ʧes wɪð hɪz ˈbrʌðə],A1_L88_S39.mp3
40,Я перезвонил ему позже,I called him back later,[aɪ kɔ:ld hɪm bæk ˈleɪtə],A1_L88_S40.mp3
41,"Она никогда не жаловалась, хотя это было очень трудно для нее",She never complained although it was very difficult for her,[ʃi: ˈnevə kəmˈpleɪnd ɔ:lˈðəʊ ɪt wɒz ˈveri ˈdɪfɪkəlt fɔ: hɜ:],A1_L88_S41.mp3
42,"Я предполагал, что это был единственно правильный выбор",I supposed that it was the only right choice,[aɪ səˈpəʊzd ðæt ɪt wɒz ði ˈəʊnli raɪt ʧɔɪs],A1_L88_S42.mp3
