sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Да, это не более чем оправдание","Yeah, it's no more than just an excuse","[jeə, ɪts nəʊ mɔ: ðæn ʤʌst ən ɪksˈkju:s]",B2_L232_S2.mp3
3,"Более того, это очень полезно для нашего здоровья","Moreover, it is very good for our health","[mɔ:ˈrəʊvə, ɪt ɪz ˈveri gʊd fɔ: ˈaʊə helθ]",B2_L232_S3.mp3
4,"Говорят, что будет дождливо и облачно",They say that it will be rainy and cloudy,[ðeɪ seɪ ðæt ɪt wɪl bi: ˈreɪni ænd ˈklaʊdi],B2_L232_S4.mp3
5,"Мой друг, я хотел бы поздравить тебя со сдачей экзамена","My friend, I'd like to congratulate you on passing the exam","[maɪ frend, aɪd laɪk tu: kənˈgrætjʊleɪt ju: ɒn ˈpɑ:sɪŋ ði ɪgˈzæm]",B2_L232_S5.mp3
6,"Знаешь, там были очень сложные и неожиданные вопросы","You know, there were very difficult and unexpected questions","[ju: nəʊ, ðeə wɜ: ˈveri ˈdɪfɪkəlt ænd ˌʌnɪksˈpektɪd ˈkwesʧənz]",B2_L232_S6.mp3
7,"Говорят, что будет ветрено и холодно",They say that it will be windy and cold,[ðeɪ seɪ ðæt ɪt wɪl bi: ˈwɪndi ænd kəʊld],B2_L232_S7.mp3
8,"Как насчет того, чтобы пойти в парк?",How about going to the park?,[haʊ əˈbaʊt ˈgəʊɪŋ tu: ðə pɑ:k?],B2_L232_S8.mp3
9,"Я не могу сказать это наверняка, но я думаю, что мы не можем закрыть глаза на эту проблему",I can't say it for sure but I think that we can't close our eyes on this problem,[aɪ kɑ:nt seɪ ɪt fɔ: ʃʊə bʌt aɪ θɪŋk ðæt wi: kɑ:nt kləʊs ˈaʊər aɪz ɒn ðɪs ˈprɒbləm],B2_L232_S9.mp3
10,"Как правило, я бегаю трусцой два раза в неделю","As a rule, I go jogging twice a week","[æz ə ru:l, aɪ gəʊ ˈʤɒgɪŋ twaɪs ə wi:k]",B2_L232_S10.mp3
11,Не стесняйся обращаться ко мне в любое время,Feel free to contact me any time,[fi:l fri: tu: ˈkɒntækt mi: ˈeni taɪm],B2_L232_S11.mp3
12,"Да, я могу немного говорить по-английски, но не могу сказать, что говорю на нем действительно хорошо","Yes, I can speak English a little but I can't say that I speak it really well","[jes, aɪ kæn spi:k ˈɪŋglɪʃ ə ˈlɪtl bʌt aɪ kɑ:nt seɪ ðæt aɪ spi:k ɪt ˈrɪəli wel]",B2_L232_S12.mp3
13,"Я могу сказать, что это действительно помогло мне улучшить мой английский",I can say that it really helped me improve my English,[aɪ kæn seɪ ðæt ɪt ˈrɪəli helpt mi: ɪmˈpru:v maɪ ˈɪŋglɪʃ],B2_L232_S13.mp3
14,"Во всяком случае, я полагаю, что мне удалось правильно ответить на все эти вопросы","Anyway, I suppose I managed to answer all these questions correctly","[ˈenɪweɪ, aɪ səˈpəʊz aɪ ˈmænɪʤd tu: ˈɑ:nsər ɔ:l ði:z ˈkwesʧənz kəˈrektli]",B2_L232_S14.mp3
15,"Ты знаешь, успех можно понимать по-разному","You know, success can be understood differently","[ju: nəʊ, səkˈses kæn bi: ˌʌndəˈstʊd ˈdɪfrəntli]",B2_L232_S15.mp3
16,"Я уверен, что это не на последнем месте",I am sure that it isn't in the last place,[aɪ æm ʃʊə ðæt ɪt ˈɪznt ɪn ðə lɑ:st pleɪs],B2_L232_S16.mp3
17,"Я могу сказать, что это зависит от тебя",I can say that it's up to you,[aɪ kæn seɪ ðæt ɪts ʌp tu: ju:],B2_L232_S17.mp3
18,"Определенно, эту книгу стоит прочитать","Definitely, this book is worth reading","[ˈdefɪnɪtli, ðɪs bʊk ɪz wɜ:θ ˈri:dɪŋ]",B2_L232_S18.mp3
19,"К счастью, у меня хорошая работа","Fortunately, I have a good job","[ˈfɔ:ʧnɪtli, aɪ hæv ə gʊd ʤɒb]",B2_L232_S19.mp3
