sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Наоборот, это была ключевая ошибка","On the contrary, it was a crucial mistake","[ɒn ðə ˈkɒntrəri, ɪt wɒz ə ˈkru:ʃəl mɪsˈteɪk]",B2_L227_S2.mp3
3,"К сожалению, им пришлось отменить эту поездку","Unfortunately, they had to cancel this trip","[ʌnˈfɔ:ʧnɪtli, ðeɪ hæd tu: ˈkænsəl ðɪs trɪp]",B2_L227_S3.mp3
4,"Очевидно, это была ужасная ошибка","Obviously, it was a terrible mistake","[ˈɒbvɪəsli, ɪt wɒz ə ˈterəbl mɪsˈteɪk]",B2_L227_S4.mp3
5,"Я полагаю, что это характерно для большинства подростков",I suppose it is typical of most teenagers,[aɪ səˈpəʊz ɪt ɪz ˈtɪpɪkl ɒv məʊst ˈti:nˌeɪʤəz],B2_L227_S5.mp3
6,"Насколько я могу судить, он полностью поддерживает эту идею","As far as I'm concerned, he fully supports this idea","[æz fɑ: æz aɪm kənˈsɜ:nd, hi: ˈfʊli səˈpɔ:ts ðɪs aɪˈdɪə]",B2_L227_S6.mp3
7,"Как я вижу, нам нужно предпринять какие-то радикальные шаги","As I see, we need to take some radical steps","[æz aɪ si:, wi: ni:d tu: teɪk sʌm ˈrædɪkəl steps]",B2_L227_S7.mp3
8,"Я не могу понять, что мне следует сказать в этой ситуации",I can't figure out what I should say in this situation,[aɪ kɑ:nt ˈfɪgər aʊt wɒt aɪ ʃʊd seɪ ɪn ðɪs ˌsɪtjʊˈeɪʃən],B2_L227_S8.mp3
9,"Я хотел бы добавить, что это касается каждого из нас",I'd like to add that it concerns each of us,[aɪd laɪk tu: æd ðæt ɪt kənˈsɜ:nz i:ʧ ɒv ʌs],B2_L227_S9.mp3
10,"С одной стороны, это может принести тебе много денег","On the one hand, it can bring you plenty of money","[ɒn ðə wʌn hænd, ɪt kæn brɪŋ ju: ˈplenti ɒv ˈmʌni]",B2_L227_S10.mp3
11,"Мне нужно сказать тебе, что мы должны как-то решить эту проблему",I need to tell you that we need to solve this problem somehow,[aɪ ni:d tu: tel ju: ðæt wi: ni:d tu: sɒlv ðɪs ˈprɒbləm ˈsʌmhaʊ],B2_L227_S11.mp3
12,Вскоре я получил ту работу,"Shortly, I got that job","[ˈʃɔ:tli, aɪ gɒt ðæt ʤɒb]",B2_L227_S12.mp3
13,"Насколько я понимаю, они больше за это не платят","As far as I understand, they don't pay for it anymore","[æz fɑ: æz aɪ ˌʌndəˈstænd, ðeɪ dəʊnt peɪ fɔ: ɪt ˌeniˈmɔ:]",B2_L227_S13.mp3
14,"К сожалению, все его попытки сделать это были безуспешными","Unfortunately, all his attempts to do it were unsuccessful","[ʌnˈfɔ:ʧnɪtli, ɔ:l hɪz əˈtempts tu: du: ɪt wɜ: ˌʌnsəkˈsesfəl]",B2_L227_S14.mp3
15,"К счастью, я это запомнил","Fortunately, I remembered it","[ˈfɔ:ʧnɪtli, aɪ rɪˈmembəd ɪt]",B2_L227_S15.mp3
16,"Я убежден, что каждый может выучить английский язык бесплатно",I am convinced that everyone can learn English for free,[aɪ æm kənˈvɪnst ðæt ˈevrɪwʌn kæn lɜ:n ˈɪŋglɪʃ fɔ: fri:],B2_L227_S16.mp3
17,"Я хотел бы упомянуть, что мы уже обсудили это",I'd like to mention that we have already discussed it,[aɪd laɪk tu: ˈmenʃən ðæt wi: hæv ɔ:lˈredi dɪsˈkʌst ɪt],B2_L227_S17.mp3
18,"На самом деле, это отличный ответ","In fact, it's an excellent answer","[ɪn fækt, ɪts ən ˈeksələnt ˈɑ:nsə]",B2_L227_S18.mp3
19,"К счастью, никто не пострадал","Fortunately, no one was hurt","[ˈfɔ:ʧnɪtli, nəʊ wʌn wɒz hɜ:t]",B2_L227_S19.mp3
20,"Что касается английского языка, его довольно легко выучить","As for English, it's quite easy to learn","[æz fɔ: ˈɪŋglɪʃ, ɪts kwaɪt ˈi:zi tu: lɜ:n]",B2_L227_S20.mp3
21,"Короче говоря, все прошло очень хорошо","In short, everything went very well","[ɪn ʃɔ:t, ˈevrɪθɪŋ went ˈveri wel]",B2_L227_S21.mp3
22,"С одной стороны, ты сможешь зарабатывать гораздо больше","On the one hand, you will be able to earn much more","[ɒn ðə wʌn hænd, ju: wɪl bi: ˈeɪbl tu: ɜ:n mʌʧ mɔ:]",B2_L227_S22.mp3
23,"Ясно, что это действительно стоит того","Clearly, it's really worthwhile","[ˈklɪəli, ɪts ˈrɪəli ˈwɜ:θˈwaɪl]",B2_L227_S23.mp3
24,"Однако, мы выбрали другую вещь","However, we chose another thing","[haʊˈevə, wi: ʧəʊz əˈnʌðə θɪŋ]",B2_L227_S24.mp3
25,Он увлекается музыкой,He is keen on music,[hi: ɪz ki:n ɒn ˈmju:zɪk],B2_L227_S25.mp3
26,Я хотел бы прояснить одну вещь,I'd like to clarify one thing,[aɪd laɪk tu: ˈklærɪfaɪ wʌn θɪŋ],B2_L227_S26.mp3
27,"Я хотел бы добавить, что это было исключение",I'd like to add that it was an exception,[aɪd laɪk tu: æd ðæt ɪt wɒz ən ɪkˈsepʃən],B2_L227_S27.mp3
28,"В целом, это было выдающееся достижение","On the whole, it was an outstanding achievement","[ɒn ðə həʊl, ɪt wɒz ən aʊtˈstændɪŋ əˈʧi:vmənt]",B2_L227_S28.mp3
29,"К счастью, никто не пострадал","Fortunately, no one suffered","[ˈfɔ:ʧnɪtli, nəʊ wʌn ˈsʌfəd]",B2_L227_S29.mp3
30,Я люблю спорт,I am fond of sport,[aɪ æm fɒnd ɒv spɔ:t],B2_L227_S30.mp3
31,"С одной стороны, ты будешь более независимым","On the one hand, you will be more independent","[ɒn ðə wʌn hænd, ju: wɪl bi: mɔ:r ˌɪndɪˈpendənt]",B2_L227_S31.mp3
32,"К счастью, мы были к этому готовы","Luckily, we were prepared for it","[ˈlʌkɪli, wi: wɜ: prɪˈpeəd fɔ: ɪt]",B2_L227_S32.mp3
33,"Я должен сказать, что это не такая редкая вещь в наши дни",I have to say that it isn't such a rare thing nowadays,[aɪ hæv tu: seɪ ðæt ɪt ˈɪznt sʌʧ ə reə θɪŋ ˈnaʊədeɪz],B2_L227_S33.mp3
34,"С другой стороны, это может разрушить твое здоровье","On the other hand, it can ruin your health","[ɒn ði ˈʌðə hænd, ɪt kæn rʊɪn jɔ: helθ]",B2_L227_S34.mp3
35,"Я должен сказать, что это была ключевая ошибка",I have to say that it was a crucial mistake,[aɪ hæv tu: seɪ ðæt ɪt wɒz ə ˈkru:ʃəl mɪsˈteɪk],B2_L227_S35.mp3
36,"Насколько я знаю, это бесполезно","As far as I know, it's useless","[æz fɑ: æz aɪ nəʊ, ɪts ˈju:slɪs]",B2_L227_S36.mp3
37,На самом деле все было иначе,"In reality, everything was different","[ɪn ri:ˈælɪti, ˈevrɪθɪŋ wɒz ˈdɪfrənt]",B2_L227_S37.mp3
38,"Что касается этой задачи, она действительно сложная","As for this task, it's really difficult","[æz fɔ: ðɪs tɑ:sk, ɪts ˈrɪəli ˈdɪfɪkəlt]",B2_L227_S38.mp3
39,Позволь мне уточнить одну вещь,Let me clarify one thing,[let mi: ˈklærɪfaɪ wʌn θɪŋ],B2_L227_S39.mp3
40,На самом деле это иллюзия,"In fact, it's an illusion","[ɪn fækt, ɪts ən ɪˈlu:ʒən]",B2_L227_S40.mp3
41,"Я абсолютно убежден, что изучение английского языка не должно быть привилегией только для богатых",I am totally convinced that learning English shouldn't only be a privilege for the rich,[aɪ æm ˈtəʊtli kənˈvɪnst ðæt ˈlɜ:nɪŋ ˈɪŋglɪʃ ʃʊdnt ˈəʊnli bi: ə ˈprɪvɪlɪʤ fɔ: ðə rɪʧ],B2_L227_S41.mp3
42,"С одной стороны, может показаться, что это может решить все твои проблемы немедленно","On the one hand, it may seem that it can solve all your problems immediately","[ɒn ðə wʌn hænd, ɪt meɪ si:m ðæt ɪt kæn sɒlv ɔ:l jɔ: ˈprɒbləmz ɪˈmi:diətli]",B2_L227_S42.mp3
43,"Тем не менее, это наносит большой вред окружающей среде","Nevertheless, it does great harm to the environment","[ˌnevəðəˈles, ɪt dʌz greɪt hɑ:m tu: ði ɪnˈvaɪərənmənt]",B2_L227_S43.mp3
44,"Короче говоря, это не оправдало моих ожиданий","Briefly, it didn't live up to my expectations","[ˈbri:fli, ɪt dɪdnt lɪv ʌp tu: maɪ ˌekspekˈteɪʃənz]",B2_L227_S44.mp3
45,"К счастью, повреждения здания были несерьезными","Luckily, the damage to the building wasn't serious","[ˈlʌkɪli, ðə ˈdæmɪʤ tu: ðə ˈbɪldɪŋ wɒznt ˈsɪərɪəs]",B2_L227_S45.mp3
46,"Я хотел бы отметить, что тебе следует быть более осторожным с ним",I'd like to point out that you should be more careful with him,[aɪd laɪk tu: pɔɪnt aʊt ðæt ju: ʃʊd bi: mɔ: ˈkeəfəl wɪð hɪm],B2_L227_S46.mp3
47,"Короче говоря, эти условия были далеки от совершенства","To be brief, these conditions were far from being perfect","[tu: bi: bri:f, ði:z kənˈdɪʃənz wɜ: fɑ: frɒm ˈbi:ɪŋ ˈpɜ:fɪkt]",B2_L227_S47.mp3
48,"Напротив, я отношусь к этому положительно","On the contrary, I have a positive attitude towards it","[ɒn ðə ˈkɒntrəri, aɪ hæv ə ˈpɒzətɪv ˈætɪtju:d təˈwɔ:dz ɪt]",B2_L227_S48.mp3
49,"Однако, я также хотел бы отметить, что вещи не работают таким образом","However, I'd also like to point out that things don’t work this way","[haʊˈevə, aɪd ˈɔ:lsəʊ laɪk tu: pɔɪnt aʊt ðæt θɪŋz dəʊnt wɜ:k ðɪs weɪ]",B2_L227_S49.mp3
50,"Он уверен, что изучение иностранного языка не должно быть привилегией только для богатых",He is sure that learning a foreign language shouldn't be only a privilege for the rich,[hi: ɪz ʃʊə ðæt ˈlɜ:nɪŋ ə ˈfɒrɪn ˈlæŋgwɪʤ ʃʊdnt bi: ˈəʊnli ə ˈprɪvɪlɪʤ fɔ: ðə rɪʧ],B2_L227_S50.mp3
51,"Однако, мы решили не отменять эту поездку","However, we decided not to cancel this trip","[haʊˈevə, wi: dɪˈsaɪdɪd nɒt tu: ˈkænsəl ðɪs trɪp]",B2_L227_S51.mp3
