sentence_id,prompt_ru,answer_en,transcription,audio_filename
2,"Я хочу, чтобы ты пошел туда со мной",I want you to go there with me,[aɪ wɒnt ju: tu: gəʊ ðeə wɪð mi:],B1_L195_S2.mp3
3,"Я бы хотел, чтобы ты поехал в то место вместе со мной",I'd like you to go to that place with me,[aɪd laɪk ju: tu: gəʊ tu: ðæt pleɪs wɪð mi:],B1_L195_S3.mp3
4,"Я учусь невероятно усердно, чтобы сдать этот тест",I am studying incredibly hard to pass this test,[aɪ æm ˈstʌdiɪŋ ɪnˈkredəbli hɑ:d tu: pɑ:s ðɪs test],B1_L195_S4.mp3
5,"Я бы хотел, чтобы он изменил свое мнение об этом",I would like him to change his opinion about it,[aɪ wʊd laɪk hɪm tu: ʧeɪnʤ hɪz əˈpɪnjən əˈbaʊt ɪt],B1_L195_S5.mp3
6,"Я рано лег спать, чтобы не проспать",I went to bed early so as not to oversleep,[aɪ went tu: bed ˈɜ:li səʊ æz nɒt tu: ˌəʊvəˈsli:p],B1_L195_S6.mp3
7,"Я начал там работать, чтобы сделать карьеру",I started working there in order to make a career,[aɪ ˈstɑ:tɪd ˈwɜ:kɪŋ ðeər ɪn ˈɔ:də tu: meɪk ə kəˈrɪə],B1_L195_S7.mp3
8,"Я бы хотел, чтобы ты учил нас английскому",I would like you to teach us English,[aɪ wʊd laɪk ju: tu: ti:ʧ ʌs ˈɪŋglɪʃ],B1_L195_S8.mp3
9,"Я начну делать это сегодня, чтобы закончить к следующей неделе",I'll start doing it today to finish it by next week,[aɪl stɑ:t ˈdu:ɪŋ ɪt təˈdeɪ tu: ˈfɪnɪʃ ɪt baɪ nekst wi:k],B1_L195_S9.mp3
10,"Я так усердно учусь на этой неделе, чтобы я смог сдать этот экзамен",I am studying so hard this week so I can pass this exam,[aɪ æm ˈstʌdiɪŋ səʊ hɑ:d ðɪs wi:k səʊ aɪ kæn pɑ:s ðɪs ɪgˈzæm],B1_L195_S10.mp3
11,"Я пошел в офис, чтобы мы могли обсудить это наедине",I went to the office so that we could discuss it in private,[aɪ went tu: ði ˈɒfɪs səʊ ðæt wi: kʊd dɪsˈkʌs ɪt ɪn ˈpraɪvɪt],B1_L195_S11.mp3
12,"Я начал этот курс английского для того, чтобы улучшить свой английский",I started this English course in order to improve my English,[aɪ ˈstɑ:tɪd ðɪs ˈɪŋglɪʃ kɔ:s ɪn ˈɔ:də tu: ɪmˈpru:v maɪ ˈɪŋglɪʃ],B1_L195_S12.mp3
13,"Я делаю так много упражнений, чтобы моя английская речь была без ошибок",I do so many exercises so that my English speech is without mistakes,[aɪ du: səʊ ˈmeni ˈeksəsaɪzɪz səʊ ðæt maɪ ˈɪŋglɪʃ spi:ʧ ɪz wɪˈðaʊt mɪsˈteɪks],B1_L195_S13.mp3
14,Ее родители не позволяют ей этого делать,Her parents don't let her do it,[hɜ: ˈpeərənts dəʊnt let hɜ: du: ɪt],B1_L195_S14.mp3
15,"Он учит китайский, чтобы работать в Китае",He learns Chinese to work in China,[hi: lɜ:nz ˌʧaɪˈni:z tu: wɜ:k ɪn ˈʧaɪnə],B1_L195_S15.mp3
16,"Он хочет, чтобы она рассказала ему всю правду",He wants her to tell him all the truth,[hi: wɒnts hɜ: tu: tel hɪm ɔ:l ðə tru:θ],B1_L195_S16.mp3
17,"Я учу английский, чтобы люди из других стран понимали меня",I learn English so that people from other countries understand me,[aɪ lɜ:n ˈɪŋglɪʃ səʊ ðæt ˈpi:pl frɒm ˈʌðə ˈkʌntriz ˌʌndəˈstænd mi:],B1_L195_S17.mp3
18,"Я хочу, чтобы ты поехала туда со мной",I want you to go there with me,[aɪ wɒnt ju: tu: gəʊ ðeə wɪð mi:],B1_L195_S18.mp3
19,"Я поеду туда на машине, чтобы я мог купить больше вещей",I will go there by car so that I can buy more things,[aɪ wɪl gəʊ ðeə baɪ kɑ: səʊ ðæt aɪ kæn baɪ mɔ: θɪŋz],B1_L195_S19.mp3
20,"Я поспешил, чтобы не опоздать",I hurried up not to be late,[aɪ ˈhʌrɪd ʌp nɒt tu: bi: leɪt],B1_L195_S20.mp3
21,"Я хочу, чтобы ты сказал мне эту вещь",I want you to tell me this thing,[aɪ wɒnt ju: tu: tel mi: ðɪs θɪŋ],B1_L195_S21.mp3
22,"Я не хочу, чтобы ты уходил",I don't want you to leave,[aɪ dəʊnt wɒnt ju: tu: li:v],B1_L195_S22.mp3
23,"Я бы хотел, чтобы ты это знал",I'd like you to know it,[aɪd laɪk ju: tu: nəʊ ɪt],B1_L195_S23.mp3
24,"Он поехал в Китай, чтобы выучить китайский",He went to China to learn Chinese,[hi: went tu: ˈʧaɪnə tu: lɜ:n ˌʧaɪˈni:z],B1_L195_S24.mp3
25,"Я пошел в магазин, чтобы купить немного еды",I went to the shop to buy some food,[aɪ went tu: ðə ʃɒp tu: baɪ sʌm fu:d],B1_L195_S25.mp3
26,"Я хочу, чтобы ты это понял",I want you to understand it,[aɪ wɒnt ju: tu: ˌʌndəˈstænd ɪt],B1_L195_S26.mp3
27,"Я хочу, чтобы ты остался со мной",I want you to stay with me,[aɪ wɒnt ju: tu: steɪ wɪð mi:],B1_L195_S27.mp3
28,"Я ушел рано, чтобы не опоздать на поезд",I left early in order not to miss the train,[aɪ left ˈɜ:li ɪn ˈɔ:də nɒt tu: mɪs ðə treɪn],B1_L195_S28.mp3
29,"Я хочу, чтобы ты был моим другом",I want you to be my friend,[aɪ wɒnt ju: tu: bi: maɪ frend],B1_L195_S29.mp3
30,"Я не хочу, чтобы ты дальше продолжал этим заниматься",I don't want you to continue doing it anymore,[aɪ dəʊnt wɒnt ju: tu: kənˈtɪnju: ˈdu:ɪŋ ɪt ˌeniˈmɔ:],B1_L195_S30.mp3
31,"Я хочу, чтобы у тебя был свой собственный дом",I want you to have your own house,[aɪ wɒnt ju: tu: hæv jɔ: əʊn haʊs],B1_L195_S31.mp3
32,"Мы уехали рано, чтобы мы могли успеть на поезд",We left early so that we could catch the train,[wi: left ˈɜ:li səʊ ðæt wi: kʊd kæʧ ðə treɪn],B1_L195_S32.mp3
33,"Я поехал туда на машине, чтобы я мог взять больше багажа",I went there by car so that I could take more luggage,[aɪ went ðeə baɪ kɑ: səʊ ðæt aɪ kʊd teɪk mɔ: ˈlʌgɪʤ],B1_L195_S33.mp3
34,"Я звоню ему, чтобы он знал о наших планах",I call him so that he knows about our plans,[aɪ kɔ:l hɪm səʊ ðæt hi: nəʊz əˈbaʊt ˈaʊə plænz],B1_L195_S34.mp3
35,"Я учу английский, чтобы найти лучшую работу",I learn English in order to find a better job,[aɪ lɜ:n ˈɪŋglɪʃ ɪn ˈɔ:də tu: faɪnd ə ˈbetə ʤɒb],B1_L195_S35.mp3
36,"Я дам тебе мой контактный номер, чтобы ты мог связаться со мной позже",I will give you my contact number so that you can contact me later,[aɪ wɪl gɪv ju: maɪ ˈkɒntækt ˈnʌmbə səʊ ðæt ju: kæn ˈkɒntækt mi: ˈleɪtə],B1_L195_S36.mp3
37,"Я хочу, чтобы он понял эту вещь",I want him to understand this thing,[aɪ wɒnt hɪm tu: ˌʌndəˈstænd ðɪs θɪŋ],B1_L195_S37.mp3
38,Он не позволил мне сделать это,He didn't let me do it,[hi: dɪdnt let mi: du: ɪt],B1_L195_S38.mp3
39,"Я пошел в офис, чтобы встретиться с ней",I went to the office in order to meet her,[aɪ went tu: ði ˈɒfɪs ɪn ˈɔ:də tu: mi:t hɜ:],B1_L195_S39.mp3
40,Они не позволяют ей выходить так поздно,They don't let her go out so late,[ðeɪ dəʊnt let hɜ: gəʊ aʊt səʊ leɪt],B1_L195_S40.mp3
41,"Я запишу это, чтобы мы могли обсудить это позже",I will write it down so that we can discuss it later,[aɪ wɪl raɪt ɪt daʊn səʊ ðæt wi: kæn dɪsˈkʌs ɪt ˈleɪtə],B1_L195_S41.mp3
42,"Я работал немного больше, чтобы закончить все",I worked a little more in order to finish everything,[aɪ wɜ:kt ə ˈlɪtl mɔ: ɪn ˈɔ:də tu: ˈfɪnɪʃ ˈevrɪθɪŋ],B1_L195_S42.mp3
43,"Я добавлю эту страницу в свои закладки, чтобы потом ее было гораздо легче найти",I will add this page to my bookmarks so that I can find it much more easily later,[aɪ wɪl æd ðɪs peɪʤ tu: maɪ ˈbʊkˌmɑ:ks səʊ ðæt aɪ kæn faɪnd ɪt mʌʧ mɔ: ˈi:zɪli ˈleɪtə],B1_L195_S43.mp3
44,"Я задал ей эти вопросы, чтобы выяснить, что она думала по этому поводу",I asked her these questions in order to find out what she thought about it,[aɪ ɑ:skt hɜ: ði:z ˈkwesʧənz ɪn ˈɔ:də tu: faɪnd aʊt wɒt ʃi: θɔ:t əˈbaʊt ɪt],B1_L195_S44.mp3
45,"Я стараюсь расширить свой словарный запас, чтобы говорить по-английски более свободно",I try to widen my vocabulary so that I can speak English more fluently,[aɪ traɪ tu: ˈwaɪdn maɪ vəʊˈkæbjʊləri səʊ ðæt aɪ kæn spi:k ˈɪŋglɪʃ mɔ: ˈflu:əntli],B1_L195_S45.mp3
